"playerId","skaterFullName","team_abbr","positionCode","shootsCatches","gamesPlayed","goals","assists","points","plusMinus","shots","shootingPct","faceoffWinPct","timeOnIcePerGame","toi_5v5_per_game","corsi_against","corsi_ahead","corsi_behind","corsi_close","corsi_for","corsi_relative","corsi_tied","corsi_total","corsi_percentage","fenwick_against","fenwick_ahead","fenwick_behind","fenwick_close","fenwick_for","fenwick_relative","fenwick_tied","fenwick_total","fenwick_percentage","zone_start_pct","shooting_pct_5v5","save_pct_5v5","evGoals","evPoints","gameWinningGoals","lastName","otGoals","penaltyMinutes","pointsPerGame","ppGoals","ppPoints","seasonId","shGoals","shPoints","teamAbbrevs","goals_per_game","assists_per_game","points_per_game","shots_per_game","corsi_plus_minus","fenwick_plus_minus","moneypuck_team","onIce_xGoalsPercentage","offIce_xGoalsPercentage","I_F_xGoals","I_F_flurryAdjustedxGoals","I_F_scoreVenueAdjustedxGoals","I_F_flurryScoreVenueAdjustedxGoals","I_F_lowDangerxGoals","I_F_mediumDangerxGoals","I_F_highDangerxGoals","I_F_xGoalsFromxReboundsOfShots","I_F_xGoalsFromActualReboundsOfShots","I_F_reboundxGoals","I_F_xGoals_with_earned_rebounds","I_F_xGoals_with_earned_rebounds_scoreAdjusted","I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted","OnIce_F_xGoals","OnIce_F_flurryAdjustedxGoals","OnIce_F_scoreVenueAdjustedxGoals","OnIce_F_flurryScoreVenueAdjustedxGoals","OnIce_F_lowDangerxGoals","OnIce_F_mediumDangerxGoals","OnIce_F_highDangerxGoals","OnIce_F_xGoalsFromxReboundsOfShots","OnIce_F_xGoalsFromActualReboundsOfShots","OnIce_F_reboundxGoals","OnIce_F_xGoals_with_earned_rebounds","OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted","OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted","OnIce_A_xGoals","OnIce_A_flurryAdjustedxGoals","OnIce_A_scoreVenueAdjustedxGoals","OnIce_A_flurryScoreVenueAdjustedxGoals","OnIce_A_lowDangerxGoals","OnIce_A_mediumDangerxGoals","OnIce_A_highDangerxGoals","OnIce_A_xGoalsFromxReboundsOfShots","OnIce_A_xGoalsFromActualReboundsOfShots","OnIce_A_reboundxGoals","OnIce_A_xGoals_with_earned_rebounds","OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted","OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted","OffIce_F_xGoals","OffIce_A_xGoals","xGoalsForAfterShifts","xGoalsAgainstAfterShifts","offIce_corsiPercentage","offIce_fenwickPercentage","I_F_faceOffsWon","faceoffsWon","faceoffsLost","OffIce_F_shotAttempts","OffIce_A_shotAttempts","individual_shooting_luck","team_offensive_luck","overall_team_luck","shooting_efficiency","xG_percentage","individual_luck_category","shooting_efficiency_category","hot_shooter","cold_shooter","lucky_individual","unlucky_individual"
8477404,"Jake Guentzel","TBL","C","L",85,44,42,86,15,233,0.18884,0.46172,1209.2705,904.54,1271,0,69,33,1364,0.021,24,93,0.517,932,24,41,-10,988,0.016,-9,56,0.514,0.592,0.114,0.927,24,55,5,"Guentzel",0,30,1.01176,19,30,20242025,1,1,"TBL",0.517647058823529,0.494117647058824,1.01176470588235,2.74117647058824,93,56,"TBL",0.51,0.67,5.59,5.14,5.59,5.14,0.31,0.6,4.67,0.51,1.65,0.86,5.23,5.23,4.93,20.87,19.43,20.87,19.43,2.28,4.25,14.34,2.36,1.85,1.85,21.37,21.37,20.06,20.46,18.15,20.46,18.15,0.56,1.08,18.82,0.67,1.89,1.89,19.24,19.24,17.57,14.57,7.22,0,0,0.39,0.42,5,5,4,76,121,38.41,15.28,0.41,7.87119856887299,50.4960077425599,"Very Lucky","Hot Shooter",1,0,1,0
8477406,"Mattias Janmark","EDM","C","L",102,5,17,22,-1,66,0.07575,0.375,784.7647,667.85,1072,-107,-25,-51,937,-0.083,-3,-135,0.466,736,-39,-23,-30,673,-0.076,-1,-63,0.477,0.416,0.074,0.917,5,19,1,"Janmark",0,36,0.21568,0,0,20242025,0,3,"EDM",0.0490196078431373,0.166666666666667,0.215686274509804,0.647058823529412,-135,-63,"EDM",0.27,0.69,0.52,0.52,0.52,0.52,0,0,0.52,0,0,0,0.53,0.53,0.53,1.88,1.88,1.88,1.88,0.03,0,1.85,0.03,0,0,1.91,1.91,1.91,5.1,4.59,5.1,4.59,0.73,0.81,3.55,0.69,1.78,1.78,4,4,3.81,21.98,9.92,0.02,0,0.49,0.55,1,1,2,137,144,4.48,1.36,-3.22,9.61538461538461,26.9340974212034,"Very Lucky","Hot Shooter",1,0,1,0
8477407,"Anthony Duclair","NYI","L","L",44,7,4,11,-15,60,0.11666,0,902.5,771.2,609,-13,-20,-33,572,-0.039,-4,-37,0.484,422,-6,-6,-2,420,-0.03,10,-2,0.498,0.507,0.062,0.903,4,8,0,"Duclair",0,10,0.25,3,3,20242025,0,0,"NYI",0.159090909090909,0.0909090909090909,0.25,1.36363636363636,-37,-2,"NYI",0.35,0.51,0.02,0.02,0.02,0.02,0.02,0,0,0.01,0,0,0.03,0.03,0.03,2.58,2.17,2.58,2.17,0.49,0.4,1.7,0.41,0.04,0.04,2.95,2.95,2.51,4.73,4.62,4.73,4.62,0.5,0.26,3.97,0.34,1.08,1.08,3.98,3.98,3.9,7.57,7.18,0,0.09,0.49,0.51,0,0,0,64,67,6.98,2.56,-2.15,350,35.2941176470588,"Very Lucky","Hot Shooter",1,0,1,0
8477409,"Carter Verhaeghe","FLA","C","L",104,27,49,76,-2,294,0.09183,0.36363,1085.9903,868.11,1329,102,134,318,1740,0.03,175,411,0.566,1017,48,95,213,1270,0.022,110,253,0.555,0.546,0.091,0.908,18,53,8,"Verhaeghe",0,52,0.73076,9,23,20242025,0,0,"FLA",0.259615384615385,0.471153846153846,0.730769230769231,2.82692307692308,411,253,"FLA",0.55,0.56,4.83,4.16,4.83,4.16,0.69,1.02,3.12,0.62,1.29,1.5,3.94,3.94,3.46,25.34,18.69,25.34,18.69,2.79,4.62,17.93,3.03,9.41,9.41,18.95,18.95,15.88,21.08,18.72,21.08,18.72,0.76,1.3,19.02,0.59,1.97,1.97,19.7,19.7,18.21,13.68,10.78,0,0.1,0.47,0.49,2,2,1,115,131,22.17,20.51,4.26,5.59006211180124,54.5885394226626,"Very Lucky","Hot Shooter",1,0,1,0
8477425,"Miles Wood","COL","L","L",38,4,4,8,-8,61,0.06557,0.27272,683.421,640.55,414,-41,16,42,418,-0.045,29,4,0.502,279,-18,4,28,274,-0.054,9,-5,0.495,0.411,0.077,0.903,4,8,1,"Wood",0,48,0.21052,0,0,20242025,0,0,"COL",0.105263157894737,0.105263157894737,0.210526315789474,1.60526315789474,4,-5,"COL",0.02,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.03,0.04,0.03,0.04,0,0,0.01,0,0,0.05,0.05,0.04,2.27,1.85,2.27,1.85,0.21,0.54,1.53,0.2,1.07,1.07,1.41,1.41,1.35,5.16,4.33,0,0,0.4,0.46,0,0,1,34,50,NA,NA,-2.23,NA,1.73160173160173,"No Data","No Data",NA,NA,NA,NA
8477426,"Nick Paul","TBL","L","L",81,24,19,43,9,153,0.15686,0.50357,987.0617,842.07,1036,-65,94,-45,1018,-0.012,-47,-18,0.495,741,-46,60,-41,720,-0.015,-35,-21,0.492,0.411,0.099,0.929,22,37,4,"Paul",1,32,0.53086,2,5,20242025,0,1,"TBL",0.296296296296296,0.234567901234568,0.530864197530864,1.88888888888889,-18,-21,"TBL",0.59,0.52,4.37,4.24,4.37,4.24,0.12,0.62,3.62,0.25,0,0.24,4.37,4.37,4.29,9.03,8.79,9.03,8.79,0.73,1.45,6.85,0.63,0.24,0.24,9.41,9.41,9.19,6.35,6.04,6.35,6.04,0.93,0.4,5.02,0.43,1.35,1.35,5.42,5.42,5.35,15,13.61,0,0.47,0.5,0.5,18,18,19,93,93,19.63,4.66,2.68,5.49199084668192,58.7126137841352,"Very Lucky","Hot Shooter",1,0,1,0
8477429,"Andrew Copp","DET","C","L",56,10,13,23,4,67,0.14925,0.50717,882.1428,773.94,708,-50,20,-44,632,-0.013,-46,-76,0.471,502,-31,16,-19,451,0.007,-36,-51,0.473,0.511,0.092,0.92,9,21,2,"Copp",0,8,0.41071,0,1,20242025,1,1,"DET",0.178571428571429,0.232142857142857,0.410714285714286,1.19642857142857,-76,-51,"DET",0.64,0.58,3.18,3.17,3.18,3.17,0.07,0,3.12,0.06,0,0.32,2.92,2.92,2.91,5.43,5.42,5.43,5.42,0.27,0,5.17,0.16,0.32,0.32,5.27,5.27,5.27,3.01,2.65,3.01,2.65,0.18,1.09,1.73,0.32,0.98,0.98,2.35,2.35,2.24,13.96,9.91,0,0,0.42,0.45,4,4,4,64,90,6.82,2.25,2.42,3.14465408805031,64.3364928909953,"Very Lucky","Hot Shooter",1,0,1,0
8477435,"Ryan Graves","PIT","D","L",61,1,3,4,-15,39,0.02564,NA,899.4098,794.95,745,-22,3,14,734,-0.018,8,-11,0.496,535,-1,-20,3,518,-0.015,4,-17,0.491,0.421,0.066,0.903,1,4,0,"Graves",0,29,0.06557,0,0,20242025,0,0,"PIT",0.0163934426229508,0.0491803278688525,0.0655737704918033,0.639344262295082,-11,-17,"PIT",0.1,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0.19,0.19,0.19,0,0,0.04,0,0,0.23,0.23,0.23,1.79,1.66,1.79,1.66,0.38,0.75,0.66,0.39,0,0,2.18,2.18,2.03,8.27,10.2,0,0,0.42,0.41,0,0,0,63,87,NA,NA,-1.6,NA,9.5959595959596,"No Data","No Data",NA,NA,NA,NA
8477444,"Andre Burakovsky","SEA","L","L",79,10,27,37,-3,115,0.08695,0.5,865.3417,740.79,1018,-41,28,-85,945,0.001,-60,-73,0.481,759,-33,2,-87,670,-0.013,-58,-89,0.468,0.511,0.097,0.905,10,29,1,"Burakovsky",0,12,0.46835,0,8,20242025,0,0,"SEA",0.126582278481013,0.341772151898734,0.468354430379747,1.45569620253165,-73,-89,"SEA",0.38,0.35,0.92,0.72,0.92,0.72,0.05,0.43,0.44,0.13,0,0.08,0.96,0.96,0.75,4.76,4.15,4.76,4.15,0.86,2.1,1.8,0.7,0.42,0.51,4.95,4.95,4.35,7.65,7.3,7.65,7.3,0.14,0,7.51,0.13,0,0,7.78,7.78,7.42,11.87,22.1,0,0.04,0.59,0.53,1,1,0,167,117,9.08,3.84,-2.89,10.8695652173913,38.3561643835616,"Very Lucky","Hot Shooter",1,0,1,0
8477446,"Michael McCarron","NSH","C","R",74,5,9,14,-21,80,0.0625,0.54387,825.4864,666.51,826,-82,4,-94,708,-0.05,-40,-118,0.461,577,-44,-18,-66,491,-0.05,-24,-86,0.459,0.201,0.064,0.888,5,14,1,"McCarron",0,102,0.18918,0,0,20242025,0,0,"NSH",0.0675675675675676,0.121621621621622,0.189189189189189,1.08108108108108,-118,-86,"NSH",0.65,0.63,1.45,1.45,1.45,1.45,0,0,1.45,0.01,0,0,1.45,1.45,1.45,7.05,7.03,7.05,7.03,0.03,0.18,6.84,0.1,0,0,7.15,7.15,7.13,3.86,3.49,3.86,3.49,0.32,1.01,2.53,0.42,0.42,0.42,3.85,3.85,3.71,17.43,10.24,0,0.03,0.57,0.58,16,16,12,124,93,3.55,5.6,3.19,3.44827586206897,64.6196150320807,"Very Lucky","Hot Shooter",1,0,1,0
8477447,"Shea Theodore","VGK","D","L",78,9,53,62,9,152,0.05921,NA,1328.2692,1100.91,1314,22,124,56,1458,0.007,-2,144,0.525,916,39,53,28,990,-0.005,-18,74,0.519,0.562,0.095,0.905,5,39,2,"Theodore",0,26,0.79487,4,23,20242025,0,0,"VGK",0.115384615384615,0.67948717948718,0.794871794871795,1.94871794871795,144,74,"VGK",0.69,0.35,1.29,1.1,1.29,1.1,0.16,0.56,0.57,0.18,0,0,1.47,1.47,1.22,15.62,13.76,15.62,13.76,1.41,3.2,11.01,1.46,2.07,2.07,15.01,15.01,13.55,6.95,6.6,6.95,6.6,0.56,0.71,5.68,0.38,0.5,0.5,6.83,6.83,6.5,7.17,13.45,0,0.04,0.24,0.21,0,0,0,38,123,7.71,14.33,8.67,6.97674418604651,69.2069118298626,"Very Lucky","Hot Shooter",1,0,1,0
8477450,"Jason Dickinson","CHI","C","L",59,7,9,16,-11,56,0.125,0.49454,941.9491,755.16,698,-86,15,-120,557,-0.009,-70,-141,0.443,500,-64,-13,-95,367,-0.028,-56,-133,0.423,0.342,0.095,0.894,7,16,0,"Dickinson",0,38,0.27118,0,0,20242025,0,0,"CHI",0.11864406779661,0.152542372881356,0.271186440677966,0.949152542372881,-141,-133,"CHI",0.33,0.48,1.84,1.67,1.84,1.67,0.06,0.1,1.69,0.08,0,0,1.92,1.92,1.74,5.46,4.87,5.46,4.87,0.22,0.61,4.63,0.31,0.01,0.01,5.76,5.76,5.16,10.85,9.89,10.85,9.89,0.97,2.07,7.81,1.13,1.99,2.18,9.81,9.81,9.31,8.55,9.2,0,0,0.59,0.59,22,22,24,73,51,5.16,3.62,-5.39,3.80434782608696,33.4763948497854,"Very Lucky","Hot Shooter",1,0,1,0
8477451,"Ryan Hartman","MIN","R","R",75,13,19,32,-6,176,0.07386,0.47633,910.08,798.69,1063,-70,33,-75,983,0.007,-43,-80,0.48,737,-48,30,-20,709,0.014,-10,-28,0.49,0.453,0.079,0.928,10,24,1,"Hartman",0,77,0.42666,3,8,20242025,0,0,"MIN",0.173333333333333,0.253333333333333,0.426666666666667,2.34666666666667,-80,-28,"MIN",0.51,0.49,2.51,1.21,2.51,1.21,0.03,0.4,2.08,0.12,0,1.55,1.08,1.08,0.99,8.7,6.25,8.7,6.25,0.71,1.06,6.93,0.74,1.66,1.66,7.79,7.79,6.45,8.3,8.02,8.3,8.02,0.59,0.5,7.21,0.48,1.01,1.01,7.77,7.77,7.6,9.56,9.88,0,0,0.4,0.41,26,26,20,55,84,10.49,6.19,0.399999999999999,5.1792828685259,51.1764705882353,"Very Lucky","Hot Shooter",1,0,1,0
8477456,"J.T. Compher","DET","L","R",76,11,21,32,-7,98,0.11224,0.45113,1000.8684,773.98,1024,-142,13,-100,831,-0.055,-64,-193,0.447,735,-87,-1,-97,580,-0.056,-67,-155,0.441,0.489,0.082,0.932,6,23,3,"Compher",0,24,0.42105,5,9,20242025,0,0,"DET",0.144736842105263,0.276315789473684,0.421052631578947,1.28947368421053,-193,-155,"DET",0.45,0.54,1.84,1.23,1.84,1.23,0.05,0,1.79,0.05,0,0.78,1.1,1.1,1.1,11.77,10.87,11.77,10.87,0.52,0.33,10.92,0.4,0.78,0.78,11.39,11.39,11.06,14.53,12.72,14.53,12.72,1.28,2.78,10.48,1.33,3.67,3.77,12.1,12.1,11.02,17.24,14.45,0,0,0.49,0.53,20,20,21,123,130,9.16,9.93,-2.76,5.97826086956522,44.7528517110266,"Very Lucky","Hot Shooter",1,0,1,0
8477462,"Robert Hagg","VGK","D","L",2,0,0,0,0,0,NA,NA,668.5,668.5,22,-6,-2,0,17,-0.038,3,-5,0.435,13,-4,-3,3,10,-0.027,4,-3,0.434,0.6,0,1,0,0,0,"Hagg",0,0,0,0,0,20242025,0,0,"VGK",0,0,0,0,-5,-3,"VGK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"No Data","No Data",NA,NA,NA,NA
8477463,"Steven Santini","TBL","D","R",1,0,0,0,0,1,0,NA,697,697,10,-1,-2,0,9,-0.055,2,-1,0.473,4,3,-1,1,8,0.202,2,4,0.666,0.4,0.333,0.75,0,0,0,"Santini",0,0,0,0,0,20242025,0,0,"TBL",0,0,0,1,-1,4,"TBL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,"No Data","No Data",NA,NA,NA,NA
8477476,"Artturi Lehkonen","COL","L","L",76,30,19,49,39,169,0.17751,0.4375,1216.5,952.86,1073,31,113,262,1378,0.032,161,305,0.562,799,34,73,180,1012,0.022,106,213,0.558,0.59,0.102,0.919,28,43,5,"Lehkonen",0,38,0.64473,1,5,20242025,1,1,"COL",0.394736842105263,0.25,0.644736842105263,2.22368421052632,305,213,"COL",0.53,0.55,5.89,5.49,5.89,5.49,0.14,1.33,4.42,0.41,0.47,0.65,5.65,5.65,5.35,19.62,17.54,19.62,17.54,2.16,2.85,14.61,1.97,2.03,2.03,19.55,19.55,18.03,17.32,15.75,17.32,15.75,1.05,1.43,14.85,0.95,2.4,2.4,15.86,15.86,14.96,14.74,11.85,0.52,0.08,0.44,0.49,0,0,2,103,130,24.11,13.73,2.3,5.09337860780985,53.1131564699513,"Very Lucky","Hot Shooter",1,0,1,0
8477478,"William Carrier","CAR","L","L",58,4,7,11,1,71,0.05633,0.625,702.7413,679.43,541,116,91,123,786,0.014,38,245,0.592,384,77,68,72,550,0.02,21,166,0.588,0.539,0.071,0.906,4,11,1,"Carrier",0,24,0.18965,0,0,20242025,0,0,"CAR",0.0689655172413793,0.120689655172414,0.189655172413793,1.22413793103448,245,166,"CAR",0.85,0.47,1.17,1.17,1.17,1.17,0,0,1.17,0.02,0,0,1.19,1.19,1.19,1.95,1.95,1.95,1.95,0.03,0,1.92,0.05,0,0,2,2,2,0.35,0.34,0.35,0.34,0.22,0.12,0,0.08,0,0,0.43,0.43,0.41,6.47,7.21,0,0,0.59,0.6,0,0,0,70,48,2.83,0.78,1.6,3.41880341880342,84.7826086956522,"Lucky","Hot Shooter",1,0,1,0
8477479,"Tyler Bertuzzi","CHI","L","L",82,23,23,46,-39,131,0.17557,0.46808,960.1707,778.07,1088,-148,-43,-127,860,-0.008,-37,-228,0.441,813,-115,-76,-128,588,-0.023,-34,-225,0.419,0.461,0.093,0.89,13,26,1,"Bertuzzi",0,51,0.56097,10,20,20242025,0,0,"CHI",0.280487804878049,0.280487804878049,0.560975609756098,1.59756097560976,-228,-225,"CHI",0.42,0.43,5.15,4.75,5.15,4.75,0.11,0.83,4.21,0.48,1.99,0.91,4.72,4.72,4.46,13.03,11.55,13.03,11.55,1.73,3.09,8.21,1.76,3.43,3.43,11.37,11.37,10.32,18.31,17.89,18.31,17.89,0.3,0.18,17.83,0.28,0.35,0.53,17.99,17.99,17.69,8.69,11.29,0,0,0.39,0.36,0,0,0,55,86,17.85,7.88,-5.28,4.46601941747573,41.576260370134,"Very Lucky","Hot Shooter",1,0,1,0
8477488,"Brett Pesce","NJD","D","R",77,3,17,20,-1,107,0.02803,NA,1300.2207,1101.59,1329,-38,54,69,1389,0.007,44,60,0.511,947,-29,23,39,978,0.012,37,31,0.508,0.501,0.076,0.909,2,19,0,"Pesce",0,31,0.25974,0,0,20242025,1,1,"NJD",0.038961038961039,0.220779220779221,0.25974025974026,1.38961038961039,60,31,"NJD",0.47,0.58,0.26,0.23,0.26,0.23,0.1,0.16,0,0.04,0.45,0,0.3,0.3,0.27,8.01,7.49,8.01,7.49,0.75,1.25,6.02,0.44,1.08,1.08,7.37,7.37,7.15,8.91,8.32,8.91,8.32,1.43,2.34,5.14,1.13,2.96,3.13,6.91,6.91,6.67,16.49,12.17,0.29,0,0.61,0.59,0,0,0,123,78,2.74,7.75,-0.9,11.5384615384615,47.3404255319149,"Lucky","Hot Shooter",1,0,1,0
8477492,"Nathan MacKinnon","COL","C","R",86,39,88,127,30,359,0.10863,0.5,1367.2441,1025.05,1275,119,196,381,1814,0.072,224,539,0.587,913,88,146,262,1295,0.07,148,382,0.586,0.652,0.087,0.912,27,86,7,"MacKinnon",1,43,1.47674,12,41,20242025,0,0,"COL",0.453488372093023,1.02325581395349,1.47674418604651,4.17441860465116,539,382,"COL",0.54,0.5,6.48,6.24,6.48,6.24,1.47,1.43,3.58,0.79,0.1,0.04,7.24,7.24,6.94,30.76,28.42,30.76,28.42,4.9,6.35,19.51,3.55,2.63,2.63,31.67,31.67,29.92,25.93,24.24,25.93,24.24,1.8,3.03,21.1,1.5,2.57,3,24.43,24.43,23.3,10.75,10.78,0.13,0.17,0.32,0.35,69,69,61,66,141,32.52,24.28,4.83,6.01851851851852,54.2600105838772,"Very Lucky","Hot Shooter",1,0,1,0
8477493,"Aleksander Barkov","FLA","C","L",90,26,67,93,5,194,0.13402,0.57065,1219.0222,840.2,1055,43,196,302,1458,0.046,164,403,0.58,754,43,138,228,1058,0.057,123,304,0.583,0.542,0.091,0.913,14,53,4,"Barkov",2,20,1.03333,11,36,20242025,1,4,"FLA",0.288888888888889,0.744444444444444,1.03333333333333,2.15555555555556,403,304,"FLA",0.58,0.62,4.98,3.78,4.98,3.78,0.48,0.67,3.83,0.5,0.61,0.87,4.61,4.61,3.94,27.93,21.14,27.93,21.14,2.34,4.23,21.36,2.82,8.48,8.58,22.18,22.18,18.96,20.55,18.76,20.55,18.76,1.17,1.03,18.35,0.97,1.09,1.09,20.43,20.43,18.76,10.98,6.63,0.03,0,0.51,0.52,59,59,33,88,85,21.02,22.95,7.38,5.22088353413655,57.6113861386139,"Very Lucky","Hot Shooter",1,0,1,0
8477494,"Jonathan Drouin","COL","L","L",50,11,29,40,-2,65,0.16923,0.44827,1060.98,827.36,608,32,34,173,788,0.02,114,180,0.564,427,32,19,123,552,0.015,74,125,0.563,0.601,0.102,0.864,8,25,2,"Drouin",0,6,0.8,3,15,20242025,0,0,"COL",0.22,0.58,0.8,1.3,180,125,"COL",0.53,0.5,0.73,0.71,0.73,0.71,0.28,0.45,0,0.13,0,0,0.85,0.85,0.83,8.31,7.29,8.31,7.29,2.29,2.73,3.29,1.65,2.05,2.05,7.91,7.91,7.39,7.37,6.77,7.37,6.77,0.17,0.92,6.29,0.24,0,0.43,7.18,7.18,6.71,7.94,8,0,0,0.37,0.43,1,1,4,52,87,10.27,7.58,0.94,15.0684931506849,52.9974489795918,"Very Lucky","Hot Shooter",1,0,1,0
8477495,"Seth Jones","FLA","D","R",23,4,5,9,11,29,0.13793,NA,1530.2173,1086.82,390,-34,20,61,424,-0.014,48,34,0.52,278,-14,7,40,289,-0.015,18,11,0.509,0.501,0.125,0.927,3,6,1,"Jones",0,10,0.3913,1,3,20242025,0,0,"FLA",0.173913043478261,0.217391304347826,0.391304347826087,1.26086956521739,34,11,"FLA",0.53,0.46,1.1,0.94,1.1,0.94,0.34,0.51,0.25,0.25,0.25,0.14,1.21,1.21,1.06,24.61,18.82,24.61,18.82,2.69,3.14,18.77,2.65,7.72,7.72,19.54,19.54,16.96,21.65,19.13,21.65,19.13,1.31,2.62,17.73,1.18,1.7,1.89,20.95,20.95,19.18,4.48,5.27,0,0,0.41,0.4,0,0,0,37,54,2.9,23.51,2.96,3.63636363636364,53.199308257674,"Lucky","Hot Shooter",1,0,1,0
8477496,"Elias Lindholm","BOS","C","R",82,17,30,47,-4,152,0.11184,0.5524,1084.6707,741.71,1020,-44,-46,17,973,0.018,43,-47,0.488,722,-3,-55,11,692,0.021,28,-30,0.489,0.499,0.1,0.921,14,30,3,"Lindholm",0,14,0.57317,2,14,20242025,1,3,"BOS",0.207317073170732,0.365853658536585,0.573170731707317,1.85365853658537,-47,-30,"BOS",0.44,0.5,4.73,3.52,4.73,3.52,0.31,0.77,3.66,0.44,1.42,2,3.17,3.17,2.92,19.05,16.83,19.05,16.83,2.07,3.54,13.44,1.9,3,3,17.94,17.94,16.91,23.83,22.68,23.83,22.68,1.63,1.22,20.98,1.35,2.25,2.25,22.93,22.93,21.96,13.28,13.1,0,0,0.43,0.42,62,62,47,108,141,12.27,14.32,-4.78,3.59408033826638,44.4263059701493,"Very Lucky","Hot Shooter",1,0,1,0
8477497,"Sean Monahan","CBJ","C","L",54,19,38,57,19,128,0.14843,0.52604,1140.8888,825.68,721,12,61,30,853,0.064,59,132,0.541,512,14,48,24,627,0.078,53,115,0.55,0.534,0.121,0.916,12,40,2,"Monahan",0,20,1.05555,7,14,20242025,0,3,"CBJ",0.351851851851852,0.703703703703704,1.05555555555556,2.37037037037037,132,115,"CBJ",0.44,0.55,2.14,1.95,2.14,1.95,0.16,0.41,1.56,0.13,0.27,0,2.26,2.26,2.05,10.13,9.05,10.13,9.05,1.15,1.71,7.27,0.87,0.61,0.61,10.38,10.38,9.29,13.15,11.53,13.15,11.53,0.86,2.71,9.58,1.04,1.37,1.37,12.82,12.82,11.3,7.02,5.79,0.05,0,0.46,0.48,47,47,47,64,75,16.86,7.99,-3.02,8.8785046728972,43.5137457044674,"Very Lucky","Hot Shooter",1,0,1,0
8477498,"Darnell Nurse","EDM","D","L",98,8,33,41,13,231,0.03463,NA,1354.2551,1146.38,1812,27,27,43,1905,-0.036,39,93,0.512,1281,54,6,39,1382,-0.035,41,101,0.518,0.528,0.085,0.912,7,38,1,"Nurse",1,103,0.41836,0,2,20242025,1,1,"EDM",0.0816326530612245,0.336734693877551,0.418367346938776,2.35714285714286,93,101,"EDM",0.54,0.6,0.69,0.69,0.69,0.69,0.36,0.33,0,0.11,0.17,0,0.8,0.8,0.8,8.79,8.68,8.79,8.68,0.93,1.65,6.21,0.52,1.42,1.42,7.9,7.9,7.87,7.47,7,7.47,7,1.97,1.8,3.69,1.28,0.49,0.49,8.26,8.26,7.78,22.93,15.29,0.06,0,0.62,0.63,0,0,0,165,102,7.31,8.1,1.32,11.5942028985507,54.0590405904059,"Very Lucky","Hot Shooter",1,0,1,0
8477499,"Rasmus Ristolainen","PHI","D","R",63,4,15,19,3,100,0.04,NA,1231.4603,999.12,1009,21,10,-37,979,0.007,-61,-30,0.492,673,53,-4,18,710,0.015,-12,37,0.513,0.41,0.081,0.896,4,16,2,"Ristolainen",1,14,0.30158,0,3,20242025,0,0,"PHI",0.0634920634920635,0.238095238095238,0.301587301587302,1.58730158730159,-30,37,"PHI",0.47,0.53,0.63,0.63,0.63,0.63,0.13,0.16,0.35,0.08,0,0,0.72,0.72,0.72,8.59,8.59,8.59,8.59,0.63,1.61,6.35,0.46,0.26,0.26,8.8,8.8,8.79,9.53,8.42,9.53,8.42,0.6,3.13,5.8,0.88,3.51,3.51,6.9,6.9,6.59,16.18,14.42,0.03,0.03,0.57,0.57,0,0,0,138,102,3.37,7.96,-0.94,6.34920634920635,47.4061810154525,"Very Lucky","Hot Shooter",1,0,1,0
8477500,"Bo Horvat","NYI","C","L",81,28,29,57,-4,243,0.11522,0.5815,1210.4074,887.58,1223,-4,29,27,1282,0.018,34,59,0.511,865,12,1,47,923,0.016,45,58,0.516,0.522,0.094,0.921,23,48,7,"Horvat",3,16,0.7037,3,7,20242025,2,2,"NYI",0.345679012345679,0.358024691358025,0.703703703703704,3,59,58,"NYI",0.46,0.36,4.65,4.39,4.65,4.39,0.87,1.65,2.12,0.57,1.23,0.35,4.86,4.86,4.6,19.55,17.6,19.55,17.6,3.28,4.79,11.48,2.87,3.59,3.59,18.83,18.83,17.34,23.03,19.37,23.03,19.37,1.99,2.47,18.57,1.49,3.35,3.35,21.17,21.17,19,8.78,15.53,0.49,0,0.35,0.35,57,57,40,81,150,23.35,14.9,-3.48,6.02150537634409,45.9135744480977,"Very Lucky","Hot Shooter",1,0,1,0
