"playerId","skaterFullName","team_abbr","positionCode","gamesPlayed","goals","assists","points","plusMinus","shots","shootingPct","goals_per_game","points_per_game","timeOnIcePerGame","toi_5v5_per_game","corsi_for","corsi_against","corsi_percentage","corsi_relative","fenwick_for","fenwick_against","fenwick_percentage","fenwick_relative","OnIce_F_xGoals","OnIce_A_xGoals","I_F_xGoals","I_F_highDangerxGoals","I_F_mediumDangerxGoals","I_F_lowDangerxGoals","zone_start_pct","onIce_xGoalsPercentage","xGoals_plus_minus","goals_above_expected","xGoals_per_60","elite_possession","elite_xg_creation","high_danger_specialist"
8474567,"Zach Bogosian","MIN","D",87,4,13,17,-5,81,0.04938,0.0459770114942529,0.195402298850575,936.8045,815.16,1028,1251,0.451,-0.034,750,906,0.452,-0.037,6.64,7.47,0.13,0,0,0.13,0.419,0.47,-0.83,3.87,9.57031829093403e-05,0,0,0
8474568,"Luke Schenn","WPG","D",11,0,1,1,-8,11,0,0,0.0909090909090909,990.1818,843.36,131,144,0.476,-0.054,96,100,0.489,-0.035,2.83,2.91,0.02,0,0,0.02,0.415,0.49,-0.0800000000000001,-0.02,0.000110172605768869,0,0,0
8474574,"Tyler Myers","VAN","D",71,6,18,24,2,87,0.06896,0.0845070422535211,0.338028169014085,1247.507,1025.67,1091,1212,0.473,-0.035,773,834,0.481,-0.016,11.8,7.26,1.25,1.01,0.18,0.06,0.446,0.62,4.54,4.75,0.00084675919908186,0,0,0
8474578,"Erik Karlsson","PIT","D",82,11,42,53,-24,191,0.05759,0.134146341463415,0.646341463414634,1394.1463,1131.76,1671,1570,0.515,0.015,1186,1160,0.505,0.011,13.04,24.23,0.71,0,0.27,0.44,0.555,0.35,-11.19,10.29,0.000372638219620101,0,0,0
8474586,"Jordan Eberle","SEA","R",42,9,17,26,0,66,0.13636,0.214285714285714,0.619047619047619,975.7857,771.4,496,565,0.467,-0.031,352,397,0.469,-0.031,7.28,7.28,1.1,0.49,0.38,0.23,0.45,0.5,0,7.9,0.0016104238578497,0,0,0
8474590,"John Carlson","WSH","D",89,6,48,54,20,180,0.03333,0.0674157303370786,0.606741573033708,1418.4831,980.1,1492,1413,0.513,0.032,1103,972,0.531,0.04,27.95,21.53,1.9,0.94,0.36,0.61,0.517,0.56,6.42,4.1,0.000903006088972434,0,1,0
8474600,"Roman Josi","NSH","D",53,9,29,38,-26,150,0.06,0.169811320754717,0.716981132075472,1501.9433,1110.96,1091,938,0.537,0.053,785,683,0.534,0.06,24.6,19.75,4.92,3.11,0.82,1.01,0.671,0.55,4.85,4.08,0.00370840318722732,0,1,1
8474612,"Travis Hamonic","OTT","D",59,1,6,7,-16,72,0.01388,0.0169491525423729,0.11864406779661,1024.0169,901.52,844,957,0.468,-0.042,610,666,0.478,-0.041,3.21,2.88,0.07,0,0,0.07,0.437,0.53,0.33,0.93,6.95168611748166e-05,0,0,0
8474641,"Adam Henrique","EDM","C",103,16,18,34,6,139,0.1151,0.155339805825243,0.330097087378641,879.1165,710.23,1067,1256,0.459,-0.093,740,830,0.471,-0.083,7.72,6.14,0.71,0.46,0.18,0.07,0.42,0.56,1.58,15.29,0.000470463508544896,0,0,0
8474673,"TJ Brodie","CHI","D",54,2,8,10,-18,23,0.08695,0.037037037037037,0.185185185185185,937.9444,897.31,693,804,0.462,0.019,479,598,0.444,0.003,0.05,0.54,0,0,0,0,0.479,0.09,-0.49,2,0,0,0,0
8474679,"Gustav Nyquist","MIN","R",6,0,0,0,0,2,0,0,0,669,608.66,47,71,0.398,-0.041,29,48,0.376,-0.071,23.72,18.17,5.21,4.24,0.79,0.18,0.307,0.57,5.55,-5.21,0.0778774289985052,0,1,1
8474709,"Matt Martin","NYI","L",32,0,2,2,-5,17,0,0,0.0625,512.9375,507.03,176,272,0.392,-0.098,133,187,0.415,-0.077,0.01,0.79,0,0,0,0,0.506,0.01,-0.78,0,0,0,0,0
8474715,"Cam Atkinson","TBL","R",39,4,5,9,-4,47,0.0851,0.102564102564103,0.230769230769231,539.5641,491.64,257,328,0.439,-0.059,194,240,0.447,-0.045,0.88,1.53,0.38,0,0.38,0,0.512,0.36,-0.65,3.62,0.00108349570443138,0,0,0
8474716,"Jared Spurgeon","MIN","D",72,8,25,33,13,119,0.06722,0.111111111111111,0.458333333333333,1239.125,1030.05,1234,1218,0.503,0.037,878,815,0.518,0.054,10.04,9.01,0.95,0.42,0.42,0.1,0.479,0.53,1.03,7.05,0.000638891691045429,0,0,0
8474870,"Tyler Johnson","BOS","C",9,0,2,2,-1,6,0,0,0.222222222222222,784.6666,701.66,86,99,0.464,-0.064,58,71,0.449,-0.077,0.13,0.94,0,0,0,0,0.421,0.13,-0.81,0,0,0,0,0
8475149,"Marcus Johansson","MIN","L",77,11,25,36,-7,126,0.0873,0.142857142857143,0.467532467532468,973.8441,843.32,1040,1123,0.48,0,735,776,0.486,0.003,6.02,8.57,2.14,1.48,0.34,0.31,0.453,0.41,-2.55,8.86,0.00171231973118949,0,0,0
8475151,"Kyle Palmieri","NYI","C",82,24,24,48,-17,169,0.14201,0.292682926829268,0.585365853658537,1110.9756,841.78,1145,1281,0.471,-0.039,825,898,0.478,-0.038,12.14,20.09,2.64,1.95,0.25,0.45,0.517,0.38,-7.95,21.36,0.00173874864315037,0,0,0
8475158,"Ryan O'Reilly","NSH","C",79,21,32,53,-23,151,0.13907,0.265822784810127,0.670886075949367,1139.3037,831.98,1138,1011,0.529,0.039,824,733,0.529,0.042,33.71,24.23,5.53,4.55,0.66,0.32,0.567,0.58,9.48,15.47,0.00368646217860962,0,1,1
8475166,"John Tavares","TOR","C",88,43,38,81,4,240,0.17916,0.488636363636364,0.920454545454545,1096.4772,857.04,1118,1368,0.449,-0.017,816,985,0.453,-0.023,20.79,25.88,6.96,5.23,1.21,0.52,0.476,0.45,-5.09,36.04,0.00432790991500283,0,1,1
8475167,"Victor Hedman","TBL","D",84,15,54,69,12,191,0.07853,0.178571428571429,0.821428571428571,1389.9523,1033.17,1520,1418,0.517,0.023,1099,1016,0.519,0.028,24.1,20.94,3.19,1.8,0.42,0.97,0.577,0.54,3.16,11.81,0.00163931627622864,0,1,0
8475168,"Matt Duchene","DAL","C",100,31,57,88,-3,175,0.17714,0.31,0.88,1022.73,808.02,1441,1391,0.508,0.023,1028,1024,0.5,0.026,13.21,16.01,3.22,2.59,0.29,0.34,0.496,0.45,-2.8,27.78,0.00188906162916899,0,0,1
8475169,"Evander Kane","EDM","L",21,6,6,12,4,47,0.12765,0.285714285714286,0.571428571428571,988.6666,920.9,302,348,0.464,-0.061,226,234,0.491,-0.04,NA,NA,NA,NA,NA,NA,0.586,NA,NA,NA,NA,0,NA,NA
8475170,"Brayden Schenn","STL","C",89,20,33,53,-2,155,0.12903,0.224719101123595,0.595505617977528,1055.6629,838.59,1142,1230,0.481,-0.005,775,868,0.471,-0.02,15.94,14.28,6.73,5.43,0.71,0.59,0.507,0.53,1.66,13.27,0.00429784796992051,0,0,1
8475171,"Oliver Ekman-Larsson","TOR","D",90,6,27,33,13,130,0.04615,0.0666666666666667,0.366666666666667,1246.7111,1052.13,1495,1604,0.482,0.02,1093,1162,0.484,0.012,14.08,8.14,0.74,0,0.53,0.21,0.553,0.63,5.94,5.26,0.000395707821429787,0,0,0
8475172,"Nazem Kadri","CGY","C",82,35,32,67,-17,279,0.12544,0.426829268292683,0.817073170731707,1161.2926,906.62,1409,1264,0.527,0.015,970,908,0.516,0.002,19.38,19.18,5.47,3.91,0.86,0.7,0.614,0.5,0.199999999999999,29.53,0.00344653795640327,0,1,1
8475179,"Dmitry Kulikov","FLA","D",93,6,12,18,18,85,0.07058,0.0645161290322581,0.193548387096774,1116.6129,967.21,1456,1280,0.532,-0.016,1025,947,0.519,-0.023,5.19,4.8,0.25,0,0.1,0.15,0.554,0.52,0.390000000000001,5.75,0.000144446049817842,0,0,0
8475181,"Nick Leddy","STL","D",38,2,4,6,2,22,0.0909,0.0526315789473684,0.157894736842105,1070.5526,1011.02,561,585,0.489,0.001,386,408,0.486,-0.014,0.25,1.94,0,0,0,0,0.525,0.11,-1.69,2,0,0,0,0
8475184,"Chris Kreider","NYR","L",68,22,8,30,-5,152,0.14473,0.323529411764706,0.441176470588235,1005.25,670.11,737,827,0.471,-0.029,518,618,0.455,-0.047,16.73,17.38,4.86,4.06,0.76,0.04,0.481,0.49,-0.649999999999999,17.14,0.0042658396360285,0,0,1
8475188,"Brayden McNabb","VGK","D",93,5,19,24,35,107,0.04672,0.0537634408602151,0.258064516129032,1214.7741,1057.98,1620,1528,0.514,-0.002,1120,1050,0.516,-0.002,9.79,11.33,0,0,0,0,0.536,0.46,-1.54,5,0,0,0,0
8475191,"Reilly Smith","VGK","R",11,3,1,4,1,17,0.17647,0.272727272727273,0.363636363636364,936.0909,793,155,152,0.504,-0.033,98,101,0.492,-0.036,7.83,6.2,0.73,0.61,0.13,0,0.41,0.56,1.63,2.27,0.00425366615765433,0,0,0
8475193,"Tomas Tatar","NJD","L",78,7,10,17,-6,69,0.10144,0.0897435897435897,0.217948717948718,668.0641,603.57,674,678,0.498,-0.005,470,486,0.491,-0.006,1.26,2.07,0.31,0,0.28,0.04,0.45,0.38,-0.81,6.69,0.000356944099318521,0,0,0
8475197,"Tyson Barrie","CGY","D",13,1,2,3,-7,19,0.05263,0.0769230769230769,0.230769230769231,948.0769,818.61,185,185,0.5,-0.028,126,133,0.486,-0.06,0.45,2.25,0,0,0,0,0.553,0.17,-1.8,1,0,0,0,0
8475200,"Dmitry Orlov","CAR","D",91,6,26,32,18,138,0.04347,0.0659340659340659,0.351648351648352,1216.6813,1056.5,1776,1277,0.581,-0.004,1257,949,0.569,-0.013,9.51,8.73,1.7,1.05,0.44,0.21,0.538,0.52,0.779999999999999,4.3,0.000921259429958462,0,0,0
8475208,"Brian Dumoulin","NJD","D",5,0,0,0,0,4,0,0,0,1761.4,1449.6,110,152,0.419,-0.039,87,109,0.443,-0.007,9.04,10.79,0.31,0,0.1,0.21,0.4,0.46,-1.75,-0.31,0.00211195639831952,0,0,0
8475218,"Mattias Ekholm","EDM","D",72,10,29,39,11,156,0.0641,0.138888888888889,0.541666666666667,1328.2361,1080.09,1493,1079,0.58,0.079,1080,776,0.581,0.071,15.3,15.9,1.29,0.54,0.3,0.46,0.615,0.49,-0.6,8.71,0.000809344061646871,0,0,0
8475220,"Marcus Foligno","MIN","L",83,17,16,33,11,101,0.16831,0.204819277108434,0.397590361445783,875.8192,741.44,968,940,0.507,0.041,679,656,0.508,0.039,11.95,8.62,4.81,4.52,0.29,0.01,0.452,0.58,3.33,12.19,0.0039701212690187,0,0,1
8475231,"Casey Cizikas","NYI","C",82,7,10,17,-13,97,0.07216,0.0853658536585366,0.207317073170732,782.439,709.4,909,914,0.498,-0.001,638,642,0.498,-0.009,3.13,5.63,0.1,0,0,0.1,0.438,0.36,-2.5,6.9,9.35162123914031e-05,0,0,0
8475233,"David Savard","MTL","D",80,1,15,16,-10,50,0.02,0.0125,0.2,976.825,762.06,877,1141,0.434,-0.063,593,791,0.428,-0.063,6.81,11.39,0.02,0,0,0.02,0.44,0.37,-4.58,0.98,1.53558723415146e-05,0,0,0
8475235,"Nicolas Deslauriers","PHI","L",31,2,1,3,-9,25,0.08,0.0645161290322581,0.0967741935483871,458.129,455.09,210,212,0.497,0.028,144,146,0.496,0.022,0.76,0,0.76,0.61,0.15,0,0.524,1,0.76,1.24,0.00321081560419769,0,0,0
8475279,"Ben Chiarot","DET","D",81,4,9,13,-14,109,0.03669,0.0493827160493827,0.160493827160494,1273.9382,1117.85,1347,1642,0.45,-0.057,935,1186,0.44,-0.062,11.61,10.12,0.29,0,0,0.29,0.454,0.53,1.49,3.71,0.000168622633982414,0,0,0
8475287,"Erik Haula","NJD","L",74,11,11,22,-7,119,0.09243,0.148648648648649,0.297297297297297,898.0675,739.62,860,852,0.502,-0.007,615,645,0.488,-0.018,5.89,5.17,0.23,0,0.13,0.1,0.475,0.53,0.72,10.77,0.000207653084524812,0,0,0
8475314,"Anders Lee","NYI","L",82,29,25,54,3,233,0.12446,0.353658536585366,0.658536585365854,1023.6219,823.76,1267,1169,0.52,0.029,895,826,0.52,0.019,15.63,19.18,5.68,4.29,1.02,0.37,0.515,0.45,-3.55,23.32,0.00406018820130324,0,0,1
8475324,"Nick Jensen","OTT","D",77,3,18,21,17,80,0.0375,0.038961038961039,0.272727272727273,1216.5194,1040.02,1354,1308,0.508,0.009,950,926,0.506,0.003,9.66,9.1,0.32,0,0.22,0.1,0.504,0.52,0.56,2.68,0.000204970549052197,0,0,0
8475343,"Nic Dowd","WSH","C",92,14,14,28,4,96,0.14583,0.152173913043478,0.304347826086957,910.2717,724.77,1014,1115,0.476,-0.02,714,722,0.497,-0.01,13.49,10.98,2.03,1.74,0.24,0.05,0.145,0.55,2.51,11.97,0.00145441525148839,0,0,0
8475413,"Justin Dowling","NJD","C",57,2,5,7,-6,38,0.05263,0.0350877192982456,0.12280701754386,618.7368,605.22,451,555,0.448,-0.069,332,385,0.463,-0.046,1.23,0.12,1.09,0.92,0.18,0,0.488,0.91,1.11,0.91,0.00185437236164494,0,0,0
8475455,"Brenden Dillon","NJD","D",83,2,14,16,8,48,0.04166,0.0240963855421687,0.192771084337349,1107.5301,921.84,1304,1311,0.498,-0.016,914,945,0.491,-0.015,8.51,7.12,0.44,0.44,0,0,0.571,0.54,1.39,1.56,0.000287190649858299,0,0,0
8475462,"Radko Gudas","ANA","D",81,1,15,16,4,89,0.01123,0.0123456790123457,0.197530864197531,1191.9382,1009.64,1307,1486,0.467,0.006,946,1048,0.474,0.022,9.2,12.72,0.74,0.6,0,0.13,0.405,0.42,-3.52,0.26,0.000459879671738139,0,0,0
8475690,"Chris Tanev","TOR","D",88,4,17,21,33,46,0.08695,0.0454545454545455,0.238636363636364,1183.1022,980.53,1256,1421,0.469,0,900,955,0.485,0.007,16.24,11.95,0.06,0,0,0.06,0.33,0.58,4.29,3.94,3.45778166155814e-05,0,0,0
8475692,"Mats Zuccarello","MIN","R",75,20,37,57,-1,159,0.12578,0.266666666666667,0.76,1174.6133,916.74,1087,1193,0.476,0.007,775,859,0.474,0.001,15.14,12.04,2.84,2.34,0.1,0.4,0.55,0.56,3.1,17.16,0.0019342535964815,0,0,1
8475714,"Calle Jarnkrok","TOR","C",31,1,7,8,-3,12,0.08333,0.032258064516129,0.258064516129032,780.5483,693.96,243,408,0.373,-0.078,168,284,0.371,-0.092,0.04,0.05,0,0,0,0,0.279,0.44,-0.01,1,0,0,0,0
8475718,"Justin Holl","DET","D",73,2,6,8,-7,41,0.04878,0.0273972602739726,0.10958904109589,887.5205,809.79,939,896,0.511,0.035,693,652,0.515,0.046,1.38,0.71,0,0,0,0,0.56,0.66,0.67,2,0,0,0,0
8475722,"Jason Zucker","BUF","L",73,21,32,53,4,143,0.14685,0.287671232876712,0.726027397260274,959.6301,748.02,885,948,0.482,-0.02,663,681,0.493,0.002,13.18,12.34,2.07,1.93,0,0.14,0.453,0.52,0.84,18.93,0.00177294341123074,0,0,0
8475726,"Tyler Toffoli","SJS","C",78,30,24,54,-21,233,0.12875,0.384615384615385,0.692307692307692,1015.7692,772.08,1056,1020,0.508,0.068,734,733,0.5,0.06,19.66,15.58,4.94,3.37,1.1,0.47,0.519,0.56,4.08,25.06,0.00374100730756554,0,1,1
8475745,"Charlie Coyle","COL","C",7,1,0,1,-4,7,0.14285,0.142857142857143,0.142857142857143,769.7142,584.42,74,61,0.548,-0.029,48,47,0.505,-0.099,12.21,11.21,1.95,1.64,0.14,0.17,0.54,0.52,1,-0.95,0.0217149244671408,0,0,0
8475750,"Jon Merrill","MIN","D",72,2,4,6,-8,48,0.04166,0.0277777777777778,0.0833333333333333,842.75,780.23,773,954,0.447,-0.041,570,673,0.458,-0.034,0.55,4.7,0,0,0,0,0.42,0.1,-4.15,2,0,0,0,0
8475753,"Justin Faulk","STL","D",85,5,30,35,-6,136,0.03676,0.0588235294117647,0.411764705882353,1353.2823,1084.62,1263,1507,0.455,-0.044,874,1046,0.455,-0.048,12.66,10.09,1.03,0.67,0,0.36,0.489,0.56,2.57,3.97,0.000537255843462529,0,0,0
8475754,"Brock Nelson","COL","C",7,0,4,4,2,13,0,0,0.571428571428571,1012.2857,922.42,116,114,0.504,-0.098,81,67,0.547,-0.054,13.86,21.9,2.2,1.12,0.6,0.48,0.55,0.39,-8.04,-2.2,0.0186282813805854,0,0,0
8475755,"Alexander Petrovic","DAL","D",22,1,1,2,-3,16,0.0625,0.0454545454545455,0.0909090909090909,783.8181,766,276,235,0.54,0.076,194,162,0.544,0.091,0,0,0,0,0,0,0.602,0,0,1,0,0,0,0
8475760,"Nick Bjugstad","UTA","C",66,8,11,19,-2,115,0.06956,0.121212121212121,0.287878787878788,738.9848,687.37,764,712,0.517,-0.009,552,515,0.517,-0.018,0.87,1.29,0.71,0.69,0,0.03,0.484,0.4,-0.42,7.29,0.000873434129436147,0,0,0
8475762,"Derek Forbort","VAN","D",54,2,9,11,-7,39,0.05128,0.037037037037037,0.203703703703704,1026.0925,864.09,653,722,0.474,-0.019,430,501,0.461,-0.025,4.7,5.35,0,0,0,0,0.385,0.47,-0.649999999999999,2,0,0,0,0
8475763,"Kevin Hayes","PIT","R",64,13,10,23,-15,98,0.13265,0.203125,0.359375,722.8437,573.7,635,567,0.528,0.023,452,434,0.51,0.01,3.75,8.27,0.36,0,0.24,0.12,0.46,0.31,-4.52,12.64,0.00046690591617524,0,0,0
8475764,"Cam Fowler","STL","D",7,2,8,10,2,12,0.16666,0.285714285714286,1.42857142857143,1397.2857,1063.14,134,116,0.536,0.101,100,80,0.555,0.136,9.26,10.92,0.33,0,0.13,0.2,0.397,0.46,-1.66,1.67,0.0020243329109941,0,0,0
8475765,"Vladimir Tarasenko","DET","R",80,11,22,33,-13,133,0.0827,0.1375,0.4125,886.85,756.2,899,1042,0.463,-0.03,636,765,0.453,-0.036,6.1,14.26,2.02,1.32,0.32,0.39,0.507,0.3,-8.16,8.98,0.00170829339798162,0,0,0
8475766,"Austin Watson","DET","L",13,3,0,3,1,13,0.23076,0.230769230769231,0.230769230769231,471.2307,461.69,84,85,0.497,0.019,61,63,0.491,0.025,0.03,0.67,0,0,0,0,0.604,0.04,-0.64,3,0,0,0,0
8475768,"Jaden Schwartz","SEA","C",81,26,23,49,-6,194,0.13402,0.320987654320988,0.604938271604938,1072.9629,861.13,1173,1163,0.502,0.026,839,851,0.496,0.019,19.9,16.45,7.07,6.1,0.62,0.35,0.484,0.55,3.45,18.93,0.00488091157395753,0,1,1
8475780,"Chris Wagner","COL","R",28,1,0,1,-8,29,0.03448,0.0357142857142857,0.0357142857142857,425.7142,391.28,170,180,0.485,-0.053,119,124,0.489,-0.05,0.03,0,0,0,0,0,0.297,1,0.03,1,0,0,0,0
8475784,"Jeff Skinner","EDM","L",77,17,14,31,0,153,0.11111,0.220779220779221,0.402597402597403,776.935,691.74,943,859,0.523,-0.016,668,615,0.52,-0.026,4.74,1.87,1.91,1.44,0.28,0.19,0.59,0.72,2.87,15.09,0.0019156193096098,0,0,0
8475786,"Zach Hyman","EDM","L",88,32,23,55,19,240,0.13333,0.363636363636364,0.625,1120.7954,886.52,1569,1142,0.578,0.06,1158,803,0.59,0.069,17.69,12.95,5.2,4.26,0.79,0.14,0.636,0.58,4.74,26.8,0.00316333788080728,0,0,1
8475790,"Erik Gudbranson","CBJ","D",16,0,4,4,1,12,0,0,0.25,1066.25,895.25,241,250,0.49,-0.028,159,186,0.46,-0.05,0.47,1.63,0,0,0,0,0.373,0.22,-1.16,0,0,0,0,0
8475791,"Taylor Hall","CAR","L",15,2,4,6,-7,30,0.06666,0.133333333333333,0.4,890.0666,753.46,222,172,0.563,-0.006,163,116,0.584,0.034,7.8,11.23,0.61,0.39,0.12,0.1,0.592,0.41,-3.43,1.39,0.00274136789314418,0,0,0
8475794,"Tyler Seguin","DAL","C",38,13,16,29,12,74,0.17567,0.342105263157895,0.763157894736842,939.2105,758.5,532,447,0.543,0.056,368,333,0.524,0.039,4.61,4.07,1.33,1.08,0.19,0.06,0.537,0.53,0.54,11.67,0.00223592048853798,0,0,0
8475795,"Dylan McIlrath","WSH","D",17,0,2,2,-3,10,0,0,0.117647058823529,699.3529,680.23,164,224,0.422,-0.081,112,149,0.429,-0.1,0.26,0.76,0,0,0,0,0.53,0.25,-0.5,0,0,0,0,0
8475798,"Mikael Granlund","DAL","C",18,5,5,10,-2,29,0.17241,0.277777777777778,0.555555555555556,1046.7777,810,234,285,0.45,-0.041,165,197,0.455,-0.029,19.89,22.16,2.87,1.77,0.35,0.75,0.559,0.47,-2.27,2.13,0.00913915788105408,0,1,0
8475799,"Nino Niederreiter","WPG","R",95,21,22,43,13,175,0.12,0.221052631578947,0.452631578947368,896.3157,792.95,1207,1203,0.5,0.001,888,870,0.505,-0.003,4.55,3.41,2.19,2.16,0,0.03,0.36,0.57,1.14,18.81,0.00154315928498948,0,0,1
8475810,"Bryan Rust","PIT","R",71,31,34,65,-21,191,0.1623,0.436619718309859,0.915492957746479,1185.0422,878.66,1087,1114,0.493,-0.001,798,843,0.486,-0.001,17.52,22.17,4.41,3.73,0.3,0.38,0.598,0.44,-4.65,26.59,0.00314483362987435,0,0,1
8475842,"Sam Carrick","NYR","C",80,6,14,20,5,84,0.07142,0.075,0.25,715.9125,636.43,709,874,0.447,-0.055,515,602,0.461,-0.038,3.78,0.84,0.99,0.93,0,0.06,0.224,0.82,2.94,5.01,0.00103713791839086,0,0,0
8475848,"Brendan Gallagher","MTL","R",87,21,19,40,-13,161,0.13043,0.241379310344828,0.459770114942529,840.7356,726.42,1061,1070,0.497,0.019,711,770,0.48,0.004,5.74,8.73,4.15,4.05,0.08,0.01,0.423,0.4,-2.99,16.85,0.00340424381400911,0,0,1
8475857,"Kevin Gravel","NSH","D",6,0,1,1,3,6,0,0,0.166666666666667,1070.1666,984.66,89,100,0.47,-0.005,65,71,0.477,-0.011,1.72,0.2,0,0,0,0,0.451,0.9,1.52,0,0,0,0,0
8475906,"John Klingberg","EDM","D",30,2,6,8,3,42,0.04761,0.0666666666666667,0.266666666666667,1106.1333,1037.16,563,558,0.502,-0.035,398,383,0.509,-0.027,0.47,0.12,0,0,0,0,0.592,0.8,0.35,2,0,0,0,0
8475913,"Mark Stone","VGK","R",76,23,52,75,18,152,0.15131,0.302631578947368,0.986842105263158,1164.3421,865.35,1171,1065,0.523,-0.001,823,738,0.527,-0.001,18.37,8.2,2.62,2.37,0.24,0.01,0.593,0.69,10.17,20.38,0.00177647192576098,0,0,1
8476278,"Colin Blackwell","DAL","C",74,7,11,18,-1,79,0.0886,0.0945945945945946,0.243243243243243,689.027,565.55,647,637,0.503,0.005,434,451,0.49,0,1.53,3.65,0.06,0,0,0.06,0.396,0.3,-2.12,6.94,7.06048509690457e-05,0,0,0
8476292,"Ondrej Palat","NJD","L",82,15,15,30,0,101,0.14851,0.182926829268293,0.365853658536585,839.5975,746.93,1015,1076,0.485,-0.026,706,785,0.473,-0.032,4.97,5.97,0.98,0.91,0,0.07,0.6,0.45,-1,14.02,0.000854067777395368,0,0,0
8476312,"Josh Manson","COL","D",55,3,15,18,-2,83,0.03614,0.0545454545454545,0.327272727272727,1088.5272,969.85,822,757,0.52,-0.039,571,528,0.519,-0.04,4.09,7.28,0.17,0,0.15,0.03,0.412,0.36,-3.19,2.83,0.00017037199020341,0,0,0
8476331,"Dylan DeMelo","WPG","D",94,4,19,23,30,93,0.04301,0.0425531914893617,0.24468085106383,1294.5531,1125.86,1663,1711,0.492,-0.011,1245,1228,0.503,-0.007,10.87,4.31,0.07,0,0,0.07,0.583,0.72,6.56,3.93,3.45144985275844e-05,0,0,0
8476372,"Nick Seeler","PHI","D",77,3,17,20,10,82,0.03658,0.038961038961039,0.25974025974026,1036.7792,916.4,1020,1268,0.445,-0.057,723,801,0.474,-0.039,8.64,6.03,0.45,0.33,0.12,0,0.508,0.59,2.61,2.55,0.000338210248285605,0,0,0
8476374,"Sean Kuraly","CBJ","C",82,6,11,17,-4,88,0.06818,0.0731707317073171,0.207317073170732,705.8414,637.56,860,900,0.488,0,587,613,0.489,0.001,2.4,1.94,1.54,1.54,0,0,0.328,0.55,0.46,4.46,0.00159643408319869,0,0,0
8476389,"Vincent Trocheck","NYR","C",82,26,33,59,0,202,0.12871,0.317073170731707,0.719512195121951,1265.939,901.2,1298,1189,0.521,0.046,917,862,0.515,0.039,20.75,27.33,3.55,2.12,1.26,0.17,0.559,0.43,-6.58,22.45,0.0020518847871894,0,1,1
8476391,"T.J. Tynan","COL","C",9,0,1,1,-1,5,0,0,0.111111111111111,471.4444,412.66,61,46,0.57,0.043,41,28,0.594,0.07,0.12,0.92,0.09,0,0,0.09,0.517,0.11,-0.8,-0.09,0.00127268454137964,0,0,0
8476392,"Adam Lowry","WPG","C",86,20,18,38,20,123,0.1626,0.232558139534884,0.441860465116279,944.0697,776.18,1137,1053,0.519,0.019,831,750,0.525,0.02,11.31,11.73,1.42,1.39,0,0.03,0.328,0.49,-0.42,18.58,0.00104939039397049,0,0,0
8476393,"Nick Cousins","OTT","C",55,6,9,15,-1,70,0.08571,0.109090909090909,0.272727272727273,700.1454,683.5,595,580,0.506,-0.013,414,392,0.513,-0.008,0.75,1.22,0,0,0,0,0.43,0.38,-0.47,6,0,0,0,0
8476399,"Blake Coleman","CGY","L",82,15,24,39,-2,194,0.07731,0.182926829268293,0.475609756097561,1061.0853,825.08,1251,1063,0.54,0.033,870,728,0.544,0.041,11.3,8.36,4.36,3.97,0.34,0.04,0.414,0.57,2.94,10.64,0.00300658571223164,0,0,1
8476419,"Jean-Gabriel Pageau","NYI","C",79,14,28,42,4,120,0.11666,0.177215189873418,0.531645569620253,1019.8354,769.98,1115,1008,0.525,0.032,805,711,0.531,0.031,10.48,16.98,2.74,2.35,0.27,0.12,0.494,0.38,-6.5,11.26,0.00204053777524084,0,0,1
8476422,"Mike Reilly","NYI","D",18,0,2,2,-3,31,0,0,0.111111111111111,910.0555,792.61,292,216,0.574,0.071,216,157,0.579,0.055,0.25,0.58,0,0,0,0,0.655,0.3,-0.33,0,0,0,0,0
8476425,"Joseph LaBate","CBJ","C",6,0,1,1,1,3,0,0,0.166666666666667,546.3333,546.33,30,76,0.283,-0.227,21,50,0.295,-0.22,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0
8476429,"Scott Mayfield","NYI","D",66,3,6,9,18,51,0.05882,0.0454545454545455,0.136363636363636,1020.0454,896.81,901,1005,0.472,-0.036,650,703,0.48,-0.036,4.5,4.61,0,0,0,0,0.501,0.49,-0.11,3,0,0,0,0
8476432,"Boone Jenner","CBJ","C",26,7,12,19,3,70,0.1,0.269230769230769,0.730769230769231,1079.1538,823.34,403,366,0.524,0.015,287,267,0.518,0.014,7.29,7.2,2.33,2.11,0.15,0.07,0.508,0.5,0.0899999999999999,4.67,0.0049825363881618,0,0,1
8476438,"Brandon Saad","VGK","L",8,0,2,2,0,13,0,0,0.25,866.25,823.75,148,82,0.643,0.124,88,57,0.606,0.077,5.1,4.01,0.04,0,0,0.04,0.698,0.56,1.09,-0.04,0.000346320346320346,0,0,0
8476441,"Joel Edmundson","LAK","D",79,6,15,21,27,93,0.06451,0.0759493670886076,0.265822784810127,1247.405,1086.51,1449,1445,0.5,-0.03,1047,1020,0.506,-0.032,7.65,5.66,0.82,0.73,0,0.09,0.536,0.57,1.99,5.18,0.000499264320831312,0,0,0
8476442,"Matt Nieto","PIT","L",32,1,2,3,-8,31,0.03225,0.03125,0.09375,735,604.03,239,302,0.441,-0.077,163,209,0.438,-0.073,0.06,1.63,0,0,0,0,0.179,0.04,-1.57,1,0,0,0,0
