"playerId","skaterFullName","team_abbr","positionCode","shootsCatches","gamesPlayed","goals","assists","points","plusMinus","shots","shootingPct","faceoffWinPct","timeOnIcePerGame","toi_5v5_per_game","corsi_against","corsi_ahead","corsi_behind","corsi_close","corsi_for","corsi_relative","corsi_tied","corsi_total","corsi_percentage","fenwick_against","fenwick_ahead","fenwick_behind","fenwick_close","fenwick_for","fenwick_relative","fenwick_tied","fenwick_total","fenwick_percentage","zone_start_pct","shooting_pct_5v5","save_pct_5v5","evGoals","evPoints","gameWinningGoals","lastName","otGoals","penaltyMinutes","pointsPerGame","ppGoals","ppPoints","seasonId","shGoals","shPoints","teamAbbrevs","goals_per_game","assists_per_game","points_per_game","shots_per_game","corsi_plus_minus","fenwick_plus_minus"
8481568,"Alex Vlasic","CHI","D","L",82,4,26,30,-23,103,0.03883,NA,1395.7682,1100.89,1553,-142,-140,-215,1182,-0.024,-89,-371,0.432,1134,-104,-125,-134,864,-0.007,-41,-270,0.432,0.435,0.106,0.88,3,17,0,"Vlasic",0,12,0.36585,1,12,20242025,0,1,"CHI",0.0487804878048781,0.317073170731707,0.365853658536585,1.25609756097561,-371,-270
8474034,"Patrick Maroon","CHI","L","L",68,5,14,19,-13,73,0.06849,0.46153,692.3823,625.48,758,-36,7,-127,630,0.009,-99,-128,0.453,570,-23,-2,-107,454,0.011,-91,-116,0.443,0.462,0.08,0.914,4,18,1,"Maroon",0,97,0.27941,1,1,20242025,0,0,"CHI",0.0735294117647059,0.205882352941176,0.279411764705882,1.07352941176471,-128,-116
8484197,"Oliver Moore","CHI","C","L",9,0,4,4,-2,10,0,0.4074,814.6666,739,97,-3,-7,12,93,0.045,6,-4,0.489,74,2,-9,5,67,0.052,0,-7,0.475,0.448,0.104,0.829,0,4,0,"Moore",0,4,0.44444,0,0,20242025,0,0,"CHI",0,0.444444444444444,0.444444444444444,1.11111111111111,-4,-7
8483506,"Sam Rinzel","CHI","D","R",9,0,5,5,1,22,0,NA,1401.6666,1104.33,156,-20,0,14,156,0.071,20,0,0.5,129,-24,2,-1,115,0.059,8,-14,0.471,0.427,0.088,0.887,0,2,0,"Rinzel",0,0,0.55555,0,3,20242025,0,0,"CHI",0,0.555555555555556,0.555555555555556,2.44444444444444,0,-14
8482703,"Colton Dach","CHI","C","L",25,2,5,7,-3,27,0.07407,0.5,727.68,684.28,311,-42,-43,-35,216,-0.014,-10,-95,0.409,235,-38,-33,-23,160,0.001,-4,-75,0.405,0.5,0.114,0.91,2,7,0,"Dach",0,17,0.28,0,0,20242025,0,0,"CHI",0.08,0.2,0.28,1.08,-95,-75
8482172,"Landon Slaggert","CHI","L","L",33,2,4,6,-7,34,0.05882,0,738.4545,688.87,408,-44,-14,-53,306,-0.023,-44,-102,0.428,306,-29,-22,-55,208,-0.031,-47,-98,0.404,0.425,0.071,0.892,2,6,1,"Slaggert",0,23,0.18181,0,0,20242025,0,0,"CHI",0.0606060606060606,0.121212121212121,0.181818181818182,1.03030303030303,-102,-98
8476312,"Josh Manson","COL","D","R",55,3,15,18,-2,83,0.03614,NA,1088.5272,969.85,757,-17,19,92,822,-0.039,63,65,0.52,528,7,10,67,571,-0.04,26,43,0.519,0.412,0.086,0.881,2,15,0,"Manson",0,36,0.32727,0,1,20242025,1,2,"COL",0.0545454545454545,0.272727272727273,0.327272727272727,1.50909090909091,65,43
8483930,"Ivan Ivan","COL","C","L",40,5,3,8,-9,34,0.14705,0.40875,602.25,523.07,292,-12,24,2,306,-0.027,2,14,0.511,202,-2,15,0,210,-0.022,-5,8,0.509,0.306,0.088,0.895,3,5,0,"Ivan",0,8,0.2,2,3,20242025,0,0,"COL",0.125,0.075,0.2,0.85,14,8
8481641,"Joel Kiviranta","COL","L","L",86,16,7,23,15,93,0.17204,0.47916,739.4302,637.58,825,9,36,57,898,-0.025,28,73,0.521,563,17,23,45,615,-0.028,12,52,0.522,0.376,0.075,0.93,15,22,2,"Kiviranta",0,22,0.26744,0,0,20242025,1,1,"COL",0.186046511627907,0.0813953488372093,0.267441860465116,1.08139534883721,73,52
8477425,"Miles Wood","COL","L","L",38,4,4,8,-8,61,0.06557,0.27272,683.421,640.55,414,-41,16,42,418,-0.045,29,4,0.502,279,-18,4,28,274,-0.054,9,-5,0.495,0.411,0.077,0.903,4,8,1,"Wood",0,48,0.21052,0,0,20242025,0,0,"COL",0.105263157894737,0.105263157894737,0.210526315789474,1.60526315789474,4,-5
8475780,"Chris Wagner","COL","R","R",28,1,0,1,-8,29,0.03448,0.44444,425.7142,391.28,180,-6,16,-16,170,-0.053,-20,-10,0.485,124,-4,20,-14,119,-0.05,-21,-5,0.489,0.297,0.011,0.888,1,1,0,"Wagner",0,14,0.03571,0,0,20242025,0,0,"COL",0.0357142857142857,0,0.0357142857142857,1.03571428571429,-10,-5
8479387,"Keaton Middleton","COL","D","L",41,0,2,2,0,44,0,NA,689.2195,643.53,391,-2,14,33,425,-0.015,22,34,0.52,271,1,10,29,301,-0.016,19,30,0.526,0.421,0.065,0.923,0,2,0,"Middleton",0,28,0.04878,0,0,20242025,0,0,"COL",0,0.0487804878048781,0.0487804878048781,1.07317073170732,34,30
8484221,"Calum Ritchie","COL","C","R",7,1,0,1,-7,11,0.0909,0.42857,766.8571,645.42,86,-9,2,-23,66,-0.147,-13,-20,0.434,62,-3,4,-19,47,-0.161,-16,-15,0.431,0.575,0.03,0.846,1,1,0,"Ritchie",0,0,0.14285,0,0,20242025,0,0,"COL",0.142857142857143,0,0.142857142857143,1.57142857142857,-20,-15
8476391,"T.J. Tynan","COL","C","R",9,0,1,1,-1,5,0,0.33333,471.4444,412.66,46,2,9,13,61,0.043,4,15,0.57,28,4,11,10,41,0.07,-2,13,0.594,0.517,0.034,0.882,0,1,0,"Tynan",0,4,0.11111,0,0,20242025,0,0,"COL",0,0.111111111111111,0.111111111111111,0.555555555555556,15,13
8480069,"Cale Makar","COL","D","R",87,31,66,97,27,272,0.11397,NA,1548.1839,1097.82,1426,91,126,316,1846,0.037,203,420,0.564,1018,65,82,187,1277,0.021,112,259,0.556,0.618,0.09,0.914,17,57,4,"Makar",1,16,1.11494,12,37,20242025,2,3,"COL",0.35632183908046,0.758620689655172,1.11494252873563,3.1264367816092,420,259
8480835,"Jack Drury","COL","C","L",7,1,1,2,2,9,0.11111,0.62295,773.8571,661,55,0,6,17,80,0.024,19,25,0.592,32,8,5,16,57,0.065,12,25,0.64,0.25,0.064,1,1,2,0,"Drury",0,4,0.28571,0,0,20242025,0,0,"COL",0.142857142857143,0.142857142857143,0.285714285714286,1.28571428571429,25,25
8481737,"Matt Stienburg","COL","C","R",8,0,0,0,0,4,0,NA,365.375,326.87,37,1,4,7,39,-0.019,-3,2,0.513,23,5,3,8,31,0.05,0,8,0.574,0.368,0.086,0.866,0,0,0,"Stienburg",0,22,0,0,0,20242025,0,0,"COL",0,0,0,0.5,2,8
8480448,"Parker Kelly","COL","C","L",87,8,12,20,3,105,0.07619,0.42736,764.0574,635.13,806,-27,61,59,896,-0.017,56,90,0.526,522,12,54,46,614,-0.003,26,92,0.54,0.325,0.055,0.924,7,18,2,"Kelly",0,47,0.22988,0,0,20242025,1,2,"COL",0.0919540229885057,0.137931034482759,0.229885057471264,1.20689655172414,90,92
8480039,"Martin Necas","COL","C","R",7,1,4,5,2,15,0.06666,0.4,1247.2857,946.85,93,38,10,37,159,0.087,18,66,0.63,70,32,6,21,113,0.047,5,43,0.617,0.71,0.09,0.937,1,5,0,"Necas",0,0,0.71428,0,0,20242025,0,0,"COL",0.142857142857143,0.571428571428571,0.714285714285714,2.14285714285714,66,43
8482507,"Chase Bradley","COL","L","L",2,0,0,0,0,0,NA,NA,334.5,334.5,8,0,-3,1,9,-0.103,4,1,0.529,3,0,0,2,4,-0.062,1,1,0.571,0,0,1,0,0,0,"Bradley",0,0,0,0,0,20242025,0,0,"COL",0,0,0,0,1,1
8479525,"Ross Colton","COL","C","L",62,16,13,29,-1,126,0.12698,0.40816,858.129,729.29,712,-12,52,93,802,-0.01,50,90,0.529,483,3,38,71,554,-0.007,30,71,0.534,0.502,0.077,0.923,11,22,3,"Colton",0,18,0.46774,5,7,20242025,0,0,"COL",0.258064516129032,0.209677419354839,0.467741935483871,2.03225806451613,90,71
8484976,"Jere Innala","COL","L","L",17,0,0,0,-3,8,0,0.33333,429,416.05,101,-20,9,-20,81,-0.09,-9,-20,0.445,61,-12,10,-5,59,-0.046,0,-2,0.491,0.375,0.028,0.885,0,0,0,"Innala",0,2,0,0,0,20242025,0,0,"COL",0,0,0,0.470588235294118,-20,-2
8477501,"Valeri Nichushkin","COL","R","L",50,24,14,38,12,131,0.1832,0.57142,1183.2,854.28,660,45,51,70,790,0.004,34,130,0.544,462,39,33,38,539,-0.008,5,77,0.538,0.561,0.102,0.908,19,30,0,"Nichushkin",0,8,0.76,5,8,20242025,0,0,"COL",0.48,0.28,0.76,2.62,130,77
8479398,"Samuel Girard","COL","D","L",80,4,23,27,9,102,0.03921,NA,1234.075,1068.8,1317,5,67,107,1473,-0.018,84,156,0.527,908,33,52,95,1053,-0.008,60,145,0.536,0.52,0.096,0.891,4,26,2,"Girard",1,14,0.3375,0,1,20242025,0,0,"COL",0.05,0.2875,0.3375,1.275,156,145
8485105,"Nikita Prishchepov","COL","C","L",10,0,0,0,0,4,0,NA,382,382,55,7,-1,8,62,0.008,1,7,0.529,38,9,2,5,43,0.001,-6,5,0.53,0.375,0.071,0.904,0,0,0,"Prishchepov",0,0,0,0,0,20242025,0,0,"COL",0,0,0,0.4,7,5
8481206,"John Ludvig","COL","D","L",8,0,2,2,-4,9,0,NA,777,759.12,100,-5,5,-5,100,-0.034,0,0,0.5,80,-1,-1,-10,74,-0.054,-4,-6,0.48,0.274,0.04,0.898,0,2,0,"Ludvig",0,6,0.25,0,0,20242025,0,0,"COL",0,0.25,0.25,1.125,0,-6
8477492,"Nathan MacKinnon","COL","C","R",86,39,88,127,30,359,0.10863,0.5,1367.2441,1025.05,1275,119,196,381,1814,0.072,224,539,0.587,913,88,146,262,1295,0.07,148,382,0.586,0.652,0.087,0.912,27,86,7,"MacKinnon",1,43,1.47674,12,41,20242025,0,0,"COL",0.453488372093023,1.02325581395349,1.47674418604651,4.17441860465116,539,382
8477476,"Artturi Lehkonen","COL","L","L",76,30,19,49,39,169,0.17751,0.4375,1216.5,952.86,1073,31,113,262,1378,0.032,161,305,0.562,799,34,73,180,1012,0.022,106,213,0.558,0.59,0.102,0.919,28,43,5,"Lehkonen",0,38,0.64473,1,5,20242025,1,1,"COL",0.394736842105263,0.25,0.644736842105263,2.22368421052632,305,213
8478038,"Devon Toews","COL","D","L",83,11,37,48,33,143,0.07692,NA,1475.1927,1189.81,1431,99,97,273,1834,0.035,207,403,0.561,1004,93,55,158,1259,0.022,107,255,0.556,0.595,0.09,0.911,10,44,4,"Toews",2,28,0.57831,1,4,20242025,0,0,"COL",0.132530120481928,0.44578313253012,0.578313253012048,1.72289156626506,403,255
8477494,"Jonathan Drouin","COL","L","L",50,11,29,40,-2,65,0.16923,0.44827,1060.98,827.36,608,32,34,173,788,0.02,114,180,0.564,427,32,19,123,552,0.015,74,125,0.563,0.601,0.102,0.864,8,25,2,"Drouin",0,6,0.8,3,15,20242025,0,0,"COL",0.22,0.58,0.8,1.3,180,125
8481186,"Logan O'Connor","COL","R","R",87,12,15,27,1,100,0.12,0.38571,844.5747,704.44,891,20,32,50,987,-0.018,44,96,0.525,588,29,27,43,672,-0.012,28,84,0.533,0.336,0.06,0.915,11,24,2,"O'Connor",0,42,0.31034,0,0,20242025,1,3,"COL",0.137931034482759,0.172413793103448,0.310344827586207,1.14942528735632,96,84
8482072,"Jack Ahcan","COL","D","L",2,0,0,0,0,1,0,NA,947.5,878.5,31,0,1,-3,32,0.007,0,1,0.507,19,0,3,-3,22,0.003,0,3,0.536,0.266,0.111,0.933,0,0,0,"Ahcan",0,2,0,0,0,20242025,0,0,"COL",0,0,0,0.5,1,3
8479746,"Tye Felhaber","COL","L","L",5,0,0,0,-1,2,0,NA,331,328.8,25,2,7,2,29,0.026,-5,4,0.537,18,2,5,3,22,0.048,-3,4,0.55,0.666,0,0.857,0,0,0,"Felhaber",0,0,0,0,0,20242025,0,0,"COL",0,0,0,0.4,4,4
8475745,"Charlie Coyle","COL","C","R",7,1,0,1,-4,7,0.14285,0.575,769.7142,584.42,61,7,-6,20,74,-0.029,12,13,0.548,47,6,-9,12,48,-0.099,4,1,0.505,0.54,0.03,0.851,1,1,0,"Coyle",0,2,0.14285,0,0,20242025,0,0,"COL",0.142857142857143,0,0.142857142857143,1,13,1
8482712,"Oskar Olausson","COL","R","L",2,0,0,0,0,3,0,NA,408.5,408.5,9,-4,-1,-2,6,-0.142,2,-3,0.4,5,-4,0,0,4,-0.138,3,-1,0.444,0.4,0,1,0,0,0,"Olausson",0,0,0,0,0,20242025,0,0,"COL",0,0,0,1.5,-3,-1
8476455,"Gabriel Landeskog","COL","L","L",5,1,3,4,4,10,0.1,0.36363,1033.2,786.6,58,27,10,18,94,0.033,-1,36,0.618,36,24,7,17,71,0.068,4,35,0.663,0.616,0.113,0.894,1,4,0,"Landeskog",0,0,0.8,0,0,20242025,0,0,"COL",0.2,0.6,0.8,2,36,35
8484258,"Sam Malinski","COL","D","R",81,5,11,16,11,124,0.04032,NA,950.0123,897.88,1142,-4,92,80,1248,-0.026,18,106,0.522,760,20,67,95,869,-0.015,22,109,0.533,0.436,0.083,0.926,5,15,0,"Malinski",0,20,0.19753,0,1,20242025,0,0,"COL",0.0617283950617284,0.135802469135802,0.197530864197531,1.53086419753086,106,109
8475754,"Brock Nelson","COL","C","L",7,0,4,4,2,13,0,0.44067,1012.2857,922.42,114,19,3,-14,116,-0.098,-20,2,0.504,67,19,0,-1,81,-0.054,-5,14,0.547,0.55,0.092,0.902,0,4,0,"Nelson",0,2,0.57142,0,0,20242025,0,0,"COL",0,0.571428571428571,0.571428571428571,1.85714285714286,2,14
8479324,"Ryan Lindgren","COL","D","L",7,0,3,3,5,8,0,NA,1117.1428,987.57,95,13,5,9,114,-0.037,1,19,0.545,63,13,5,15,83,-0.025,2,20,0.568,0.414,0.034,0.95,0,3,0,"Lindgren",0,8,0.42857,0,0,20242025,0,0,"COL",0,0.428571428571429,0.428571428571429,1.14285714285714,19,20
8484255,"Jason Polin","COL","R","R",2,0,0,0,0,3,0,1,311,311,10,-3,-1,6,11,0.033,5,1,0.523,5,-3,-1,6,6,0.054,5,1,0.545,0.333,0,1,0,0,0,"Polin",0,0,0,0,0,20242025,0,0,"COL",0,0,0,1.5,1,1
8473446,"Erik Johnson","COL","D","R",2,0,0,0,0,4,0,NA,889,826.5,28,6,-1,-6,27,-0.04,-6,-1,0.49,19,4,-1,-3,19,-0.022,-3,0,0.5,0.545,0.083,0.928,0,0,0,"Johnson",0,0,0,0,0,20242025,0,0,"COL",0,0,0,2,-1,0
8483569,"Wyatt Aamodt","COL","D","L",2,1,0,1,1,3,0.33333,NA,1027,970,35,-1,-1,-7,24,-0.136,-9,-11,0.406,21,-1,5,-4,18,-0.102,-7,-3,0.461,0.2,0.1,1,1,1,0,"Aamodt",0,0,0.5,0,0,20242025,0,0,"COL",0.5,0,0.5,1.5,-11,-3
8479671,"Mathieu Olivier","CBJ","R","R",82,18,14,32,-4,111,0.16216,0.38888,867.5487,775.21,1137,-116,-16,-125,929,-0.051,-76,-208,0.449,775,-53,-32,-87,644,-0.045,-46,-131,0.453,0.418,0.092,0.905,17,30,5,"Olivier",0,139,0.39024,0,0,20242025,1,2,"CBJ",0.219512195121951,0.170731707317073,0.390243902439024,1.35365853658537,-208,-131
8479941,"Justin Danforth","CBJ","R","R",61,9,12,21,-6,94,0.09574,0.4947,863.0655,708.83,734,-62,6,-59,669,-0.024,-9,-65,0.476,513,-31,-10,-48,467,-0.022,-5,-46,0.476,0.409,0.082,0.906,8,19,1,"Danforth",0,18,0.34426,0,1,20242025,1,1,"CBJ",0.147540983606557,0.19672131147541,0.344262295081967,1.54098360655738,-65,-46
8476432,"Boone Jenner","CBJ","C","L",26,7,12,19,3,70,0.1,0.51219,1079.1538,823.34,366,-18,40,7,403,0.015,15,37,0.524,267,-15,21,3,287,0.014,14,20,0.518,0.508,0.126,0.906,4,15,1,"Jenner",0,4,0.73076,2,3,20242025,1,1,"CBJ",0.269230769230769,0.461538461538462,0.730769230769231,2.69230769230769,37,20
8482451,"Mikael Pyyhtia","CBJ","L","L",47,4,3,7,-11,32,0.125,0.66666,725.9787,624.25,532,-29,-17,-76,424,-0.031,-62,-108,0.443,371,-29,-18,-62,275,-0.051,-49,-96,0.425,0.433,0.07,0.908,3,6,0,"Pyyhtia",0,6,0.14893,0,0,20242025,1,1,"CBJ",0.0851063829787234,0.0638297872340425,0.148936170212766,0.680851063829787,-108,-96
8481716,"Dmitri Voronkov","CBJ","L","L",73,23,24,47,17,154,0.14935,0.41573,1007.2191,850.64,1049,-18,13,51,1094,0.031,50,45,0.51,757,5,-3,28,794,0.035,35,37,0.511,0.585,0.119,0.916,15,36,1,"Voronkov",0,55,0.64383,8,11,20242025,0,0,"CBJ",0.315068493150685,0.328767123287671,0.643835616438356,2.10958904109589,45,37
8478099,"Kevin Labanc","CBJ","R","R",34,2,10,12,1,35,0.05714,0,629.6764,585.73,319,-4,33,5,349,0.036,1,30,0.522,205,5,19,6,234,0.039,5,29,0.533,0.421,0.085,0.911,2,12,0,"Labanc",0,12,0.35294,0,0,20242025,0,0,"CBJ",0.0588235294117647,0.294117647058824,0.352941176470588,1.02941176470588,30,29
8478460,"Zach Werenski","CBJ","D","L",81,23,59,82,12,298,0.07718,NA,1604.716,1261.93,1745,12,126,65,1914,0.063,31,169,0.523,1208,48,63,65,1372,0.08,53,164,0.531,0.566,0.093,0.92,17,54,5,"Werenski",2,31,1.01234,5,25,20242025,1,3,"CBJ",0.283950617283951,0.728395061728395,1.01234567901235,3.67901234567901,169,164
8480893,"Kirill Marchenko","CBJ","R","R",79,31,43,74,29,207,0.14975,0.31707,1114.9873,896.6,1179,23,42,48,1301,0.051,57,122,0.524,855,26,18,31,943,0.051,44,88,0.524,0.58,0.116,0.93,29,55,2,"Marchenko",1,20,0.9367,2,19,20242025,0,0,"CBJ",0.392405063291139,0.544303797468354,0.936708860759494,2.62025316455696,122,88
8482705,"Cole Sillinger","CBJ","C","L",66,11,22,33,-11,129,0.08527,0.46153,1014.8181,793.62,934,-81,-18,-109,769,-0.054,-66,-165,0.451,658,-28,-31,-82,548,-0.049,-51,-110,0.454,0.488,0.094,0.894,8,28,2,"Sillinger",1,35,0.5,2,3,20242025,1,2,"CBJ",0.166666666666667,0.333333333333333,0.5,1.95454545454545,-165,-110
8483538,"Owen Sillinger","CBJ","C","L",1,0,0,0,0,0,NA,0.4,789,663,16,-8,0,-2,6,-0.127,-2,-10,0.272,10,-6,0,-2,3,-0.19,-1,-7,0.23,0.6,0,1,0,0,0,"Sillinger",0,2,0,0,0,20242025,0,0,"CBJ",0,0,0,0,-10,-7
8483432,"Luca Del Bel Belluz","CBJ","C","L",15,2,6,8,2,18,0.11111,0.43046,825.2,742.46,191,-27,-22,-45,135,-0.026,-7,-56,0.414,129,-21,-18,-31,93,-0.012,3,-36,0.418,0.518,0.196,0.868,2,7,0,"Del Bel Belluz",0,0,0.53333,0,1,20242025,0,0,"CBJ",0.133333333333333,0.4,0.533333333333333,1.2,-56,-36
8474037,"James van Riemsdyk","CBJ","L","L",71,16,20,36,-4,85,0.18823,0.3,743.9718,679.18,817,-28,-13,-20,785,0.008,9,-32,0.49,587,-8,-31,-17,560,0.004,12,-27,0.488,0.485,0.121,0.887,15,34,2,"van Riemsdyk",0,23,0.50704,1,2,20242025,0,0,"CBJ",0.225352112676056,0.28169014084507,0.507042253521127,1.19718309859155,-32,-27
8481161,"Jake Christiansen","CBJ","D","L",68,1,7,8,6,58,0.01724,NA,752.397,709.07,866,-57,-32,-105,730,-0.028,-47,-136,0.457,624,-31,-41,-102,514,-0.039,-38,-110,0.451,0.46,0.111,0.917,1,8,0,"Christiansen",0,11,0.11764,0,0,20242025,0,0,"CBJ",0.0147058823529412,0.102941176470588,0.117647058823529,0.852941176470588,-136,-110
8484166,"Adam Fantilli","CBJ","C","L",82,31,23,54,4,191,0.1623,0.41216,1048.6707,880.06,1269,-57,-45,-73,1139,-0.022,-28,-130,0.473,922,-37,-69,-64,801,-0.033,-15,-121,0.464,0.595,0.115,0.914,28,48,3,"Fantilli",0,18,0.65853,2,4,20242025,1,2,"CBJ",0.378048780487805,0.280487804878049,0.658536585365854,2.32926829268293,-130,-121
8485469,"Jack Williams","CBJ","R","R",1,0,0,0,1,0,NA,0.45454,669,669,13,-2,0,2,12,-0.001,1,-1,0.48,9,-1,0,1,9,0.062,1,0,0.5,0.25,0.25,1,0,0,0,"Williams",0,0,0,0,0,20242025,0,0,"CBJ",0,0,0,0,-1,0
8476374,"Sean Kuraly","CBJ","C","L",82,6,11,17,-4,88,0.06818,0.54295,705.8414,637.56,900,-44,16,-1,860,0,-12,-40,0.488,613,-29,-6,-1,587,0.001,9,-26,0.489,0.328,0.082,0.913,6,17,0,"Kuraly",0,40,0.20731,0,0,20242025,0,0,"CBJ",0.0731707317073171,0.134146341463415,0.207317073170732,1.07317073170732,-40,-26
8483485,"Denton Mateychuk","CBJ","D","L",45,4,9,13,4,44,0.0909,NA,1082.1111,948.93,729,-68,-15,-47,612,-0.051,-34,-117,0.456,518,-52,-15,-33,429,-0.051,-22,-89,0.453,0.429,0.123,0.913,4,13,0,"Mateychuk",0,20,0.28888,0,0,20242025,0,0,"CBJ",0.0888888888888889,0.2,0.288888888888889,0.977777777777778,-117,-89
8471677,"Jack Johnson","CBJ","D","L",41,0,6,6,-13,23,0,NA,772.3902,670.87,491,-61,-12,-51,404,-0.05,-14,-87,0.451,364,-43,-23,-55,283,-0.07,-15,-81,0.437,0.471,0.102,0.858,0,6,0,"Johnson",0,2,0.14634,0,0,20242025,0,0,"CBJ",0,0.146341463414634,0.146341463414634,0.560975609756098,-87,-81
8482660,"Kent Johnson","CBJ","C","L",68,24,33,57,2,123,0.19512,0,1037.6323,806.26,858,-12,33,-29,888,0.033,9,30,0.508,629,-1,-8,-22,634,0.026,14,5,0.501,0.518,0.133,0.898,19,39,4,"Johnson",0,16,0.83823,4,15,20242025,1,3,"CBJ",0.352941176470588,0.485294117647059,0.838235294117647,1.80882352941176,30,5
8477497,"Sean Monahan","CBJ","C","L",54,19,38,57,19,128,0.14843,0.52604,1140.8888,825.68,721,12,61,30,853,0.064,59,132,0.541,512,14,48,24,627,0.078,53,115,0.55,0.534,0.121,0.916,12,40,2,"Monahan",0,20,1.05555,7,14,20242025,0,3,"CBJ",0.351851851851852,0.703703703703704,1.05555555555556,2.37037037037037,132,115
8482475,"Yegor Chinakhov","CBJ","R","L",30,7,8,15,-6,68,0.10294,NA,943.3333,774.8,385,-4,51,3,436,0.018,4,51,0.531,292,2,30,-6,322,0.001,-2,30,0.524,0.58,0.075,0.91,5,10,1,"Chinakhov",0,4,0.5,2,5,20242025,0,0,"CBJ",0.233333333333333,0.266666666666667,0.5,2.26666666666667,51,30
8476923,"Damon Severson","CBJ","D","R",70,6,19,25,5,91,0.06593,NA,1143.2285,998.27,1146,-53,-2,-31,1117,0.008,26,-29,0.493,802,-19,-31,-17,785,0.007,33,-17,0.494,0.493,0.108,0.892,6,25,1,"Severson",0,47,0.35714,0,0,20242025,0,0,"CBJ",0.0857142857142857,0.271428571428571,0.357142857142857,1.3,-29,-17
8480887,"Jordan Harris","CBJ","D","L",33,1,4,5,-1,15,0.06666,NA,683.2424,667.18,412,-77,-16,-70,300,-0.058,-19,-112,0.421,304,-56,-18,-60,211,-0.069,-19,-93,0.409,0.376,0.098,0.921,1,5,0,"Harris",0,6,0.15151,0,0,20242025,0,0,"CBJ",0.0303030303030303,0.121212121212121,0.151515151515152,0.454545454545455,-112,-93
8478500,"Ivan Provorov","CBJ","D","L",82,7,26,33,11,100,0.07,NA,1401.2317,1122.41,1534,-96,-2,-75,1425,-0.01,-11,-109,0.481,1091,-52,-30,-66,1001,-0.015,-8,-90,0.478,0.465,0.107,0.909,5,27,0,"Provorov",0,31,0.40243,1,3,20242025,1,3,"CBJ",0.0853658536585366,0.317073170731707,0.402439024390244,1.21951219512195,-109,-90
8479944,"Zach Aston-Reese","CBJ","C","L",79,6,11,17,-15,101,0.0594,0.22222,806.6835,714.97,956,-82,-3,-70,849,-0.021,-22,-107,0.47,662,-47,-13,-60,590,-0.019,-12,-72,0.471,0.4,0.074,0.895,6,17,1,"Aston-Reese",0,27,0.21518,0,0,20242025,0,0,"CBJ",0.0759493670886076,0.139240506329114,0.215189873417722,1.27848101265823,-107,-72
8482744,"James Malatesta","CBJ","L","L",2,0,0,0,-1,0,NA,1,634,630.5,31,-11,0,-12,13,-0.088,-7,-18,0.295,25,-11,0,-11,7,-0.195,-7,-18,0.218,0.25,0.166,0.857,0,0,0,"Malatesta",0,0,0,0,0,20242025,0,0,"CBJ",0,0,0,0,-18,-18
8475790,"Erik Gudbranson","CBJ","D","R",16,0,4,4,1,12,0,NA,1066.25,895.25,250,5,-15,-21,241,-0.028,1,-9,0.49,186,-6,-17,-26,159,-0.05,-4,-27,0.46,0.373,0.149,0.876,0,4,0,"Gudbranson",0,6,0.25,0,0,20242025,0,0,"CBJ",0,0.25,0.25,0.75,-9,-27
8476425,"Joseph LaBate","CBJ","C","L",6,0,1,1,1,3,0,0,546.3333,546.33,76,-18,-13,-21,30,-0.227,-15,-46,0.283,50,-13,-6,-14,21,-0.22,-10,-29,0.295,0.222,0.2,0.944,0,1,0,"LaBate",0,10,0.16666,0,0,20242025,0,0,"CBJ",0,0.166666666666667,0.166666666666667,0.5,-46,-29
8479351,"Sam Steel","DAL","C","L",97,7,25,32,-7,102,0.06862,0.53802,845.7525,689.2,979,-49,48,38,995,0.014,17,16,0.504,711,-40,14,-18,683,0.009,-2,-28,0.489,0.407,0.074,0.904,6,29,1,"Steel",0,49,0.32989,0,0,20242025,1,3,"DAL",0.0721649484536082,0.257731958762887,0.329896907216495,1.05154639175258,16,-28
8476856,"Mathew Dumba","DAL","D","R",63,1,9,10,-5,57,0.01754,NA,918,852.39,864,-41,55,56,912,0.036,34,48,0.513,644,-44,19,-6,620,0.021,1,-24,0.49,0.543,0.094,0.898,1,9,0,"Dumba",0,60,0.15873,0,1,20242025,0,0,"DAL",0.0158730158730159,0.142857142857143,0.158730158730159,0.904761904761905,48,-24
8482145,"Mavrik Bourque","DAL","C","R",76,11,14,25,5,88,0.125,0.4581,755.9342,673.9,786,-15,33,32,809,0.017,5,23,0.507,572,-24,2,-4,546,0.005,-4,-26,0.488,0.419,0.092,0.914,10,22,1,"Bourque",0,10,0.32894,1,3,20242025,0,0,"DAL",0.144736842105263,0.184210526315789,0.328947368421053,1.15789473684211,23,-26
8480036,"Miro Heiskanen","DAL","D","L",58,6,23,29,3,122,0.04918,NA,1481.931,1154.36,1022,-29,83,133,1163,0.026,87,141,0.532,745,-38,56,55,809,0.016,46,64,0.52,0.573,0.085,0.91,5,19,0,"Heiskanen",0,10,0.5,1,10,20242025,0,0,"DAL",0.103448275862069,0.396551724137931,0.5,2.10344827586207,141,64
8474090,"Brendan Smith","DAL","D","L",32,1,5,6,-9,27,0.03703,NA,792.5312,727.93,388,-21,22,22,393,0,4,5,0.503,295,-23,3,6,276,-0.02,1,-19,0.483,0.475,0.077,0.888,0,5,0,"Smith",0,33,0.1875,0,0,20242025,1,1,"DAL",0.03125,0.15625,0.1875,0.84375,5,-19
