"playerId","skaterFullName","teams_played_for","team_list","positionCode","shootsCatches","lastName","teamAbbrevs","moneypuck_team","team_abbr","gamesPlayed","goals","assists","points","plusMinus","shots","shootingPct","faceoffWinPct","timeOnIcePerGame","toi_5v5_per_game","corsi_against","corsi_ahead","corsi_behind","corsi_close","corsi_for","corsi_relative","corsi_tied","corsi_total","corsi_percentage","fenwick_against","fenwick_ahead","fenwick_behind","fenwick_close","fenwick_for","fenwick_relative","fenwick_tied","fenwick_total","fenwick_percentage","zone_start_pct","shooting_pct_5v5","save_pct_5v5","evGoals","evPoints","gameWinningGoals","otGoals","penaltyMinutes","pointsPerGame","ppGoals","ppPoints","seasonId","shGoals","shPoints","goals_per_game","assists_per_game","points_per_game","shots_per_game","corsi_plus_minus","fenwick_plus_minus","onIce_xGoalsPercentage","offIce_xGoalsPercentage","I_F_xGoals","I_F_flurryAdjustedxGoals","I_F_scoreVenueAdjustedxGoals","I_F_flurryScoreVenueAdjustedxGoals","I_F_lowDangerxGoals","I_F_mediumDangerxGoals","I_F_highDangerxGoals","I_F_xGoalsFromxReboundsOfShots","I_F_xGoalsFromActualReboundsOfShots","I_F_reboundxGoals","I_F_xGoals_with_earned_rebounds","I_F_xGoals_with_earned_rebounds_scoreAdjusted","I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted","OnIce_F_xGoals","OnIce_F_flurryAdjustedxGoals","OnIce_F_scoreVenueAdjustedxGoals","OnIce_F_flurryScoreVenueAdjustedxGoals","OnIce_F_lowDangerxGoals","OnIce_F_mediumDangerxGoals","OnIce_F_highDangerxGoals","OnIce_F_xGoalsFromxReboundsOfShots","OnIce_F_xGoalsFromActualReboundsOfShots","OnIce_F_reboundxGoals","OnIce_F_xGoals_with_earned_rebounds","OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted","OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted","OnIce_A_xGoals","OnIce_A_flurryAdjustedxGoals","OnIce_A_scoreVenueAdjustedxGoals","OnIce_A_flurryScoreVenueAdjustedxGoals","OnIce_A_lowDangerxGoals","OnIce_A_mediumDangerxGoals","OnIce_A_highDangerxGoals","OnIce_A_xGoalsFromxReboundsOfShots","OnIce_A_xGoalsFromActualReboundsOfShots","OnIce_A_reboundxGoals","OnIce_A_xGoals_with_earned_rebounds","OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted","OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted","OffIce_F_xGoals","OffIce_A_xGoals","xGoalsForAfterShifts","xGoalsAgainstAfterShifts","offIce_corsiPercentage","offIce_fenwickPercentage","I_F_faceOffsWon","faceoffsWon","faceoffsLost","OffIce_F_shotAttempts","OffIce_A_shotAttempts","xGoals_plus_minus","goals_above_expected","traded_player","individual_shooting_luck","team_offensive_luck","overall_team_luck","shooting_efficiency","xG_percentage","individual_shooting_luck_per_game","trade_impact_available","individual_luck_category","shooting_efficiency_category","hot_shooter","cold_shooter","lucky_individual","unlucky_individual"
8477934,"Leon Draisaitl",1,"EDM","C","L","Draisaitl","EDM","EDM","EDM",93,63,76,139,36,296,21.2837837837838,0.53606,1308.8172,1010.44,1338,69,216,325,1857,0.078,234,519,58.1220657276995,988,94,116,248,1381,0.072,183,393,58.2946390882229,0.623,0.089,0.9,43,94,15,10,40,1.49462,20,45,20242025,0,0,0.67741935483871,0.817204301075269,1.49462365591398,3.18279569892473,519,393,61.4113002714039,0.46,9.16,8.64,9.16,8.64,0.66,2.73,5.76,0.71,1.5,0.6,9.27,9.27,8.76,24.89,22.99,24.89,22.99,2.59,5.32,16.98,2.11,4.73,4.73,22.27,22.27,21.42,15.64,14.48,15.64,14.48,1.78,1.63,12.23,1.01,0.94,0.94,15.7,15.7,14.6,6,6.93,0.06,0.13,0.29,0.31,60,60,40,46,112,9.25,53.84,FALSE,53.84,15.73,9.25,6.87772925764192,61.4113002714039,0.578924731182796,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8478402,"Connor McDavid",1,"EDM","C","L","McDavid","EDM","EDM","EDM",89,33,100,133,23,276,11.9565217391304,0.48054,1357.3932,1042.57,1278,142,195,340,1863,0.095,248,585,59.3123209169054,938,118,135,242,1371,0.088,180,433,59.3763533997401,0.675,0.096,0.875,24,95,5,0,41,1.49438,9,38,20242025,0,0,0.370786516853933,1.12359550561798,1.49438202247191,3.10112359550562,585,433,59.2089728453365,0.51,2.94,2.89,2.94,2.89,0.45,0.74,1.76,0.26,0.35,0.52,2.68,2.68,2.66,20.06,18.17,20.06,18.17,2.18,5.16,12.71,1.91,4.52,4.52,17.44,17.44,16.59,13.82,12.46,13.82,12.46,1.44,1,11.38,0.78,0.5,0.5,14.1,14.1,12.82,8.62,8.14,0.56,0,0.28,0.31,10,10,11,44,116,6.24,30.06,FALSE,30.06,17.12,6.24,11.2244897959184,59.2089728453365,0.337752808988764,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8477492,"Nathan MacKinnon",1,"COL","C","R","MacKinnon","COL","COL","COL",86,39,88,127,30,359,10.8635097493036,0.5,1367.2441,1025.05,1275,119,196,381,1814,0.072,224,539,58.7245063127226,913,88,146,262,1295,0.07,148,382,58.6503623188406,0.652,0.087,0.912,27,86,7,1,43,1.47674,12,41,20242025,0,0,0.453488372093023,1.02325581395349,1.47674418604651,4.17441860465116,539,382,54.2600105838772,0.5,6.48,6.24,6.48,6.24,1.47,1.43,3.58,0.79,0.1,0.04,7.24,7.24,6.94,30.76,28.42,30.76,28.42,4.9,6.35,19.51,3.55,2.63,2.63,31.67,31.67,29.92,25.93,24.24,25.93,24.24,1.8,3.03,21.1,1.5,2.57,3,24.43,24.43,23.3,10.75,10.78,0.13,0.17,0.32,0.35,69,69,61,66,141,4.83,32.52,FALSE,32.52,24.28,4.83,6.01851851851852,54.2600105838772,0.378139534883721,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8476453,"Nikita Kucherov",1,"TBL","R","L","Kucherov","TBL","TBL","TBL",83,37,88,125,22,272,13.6029411764706,0.5,1277.8313,967.65,1310,2,91,101,1471,0.035,68,161,52.8946422150306,961,26,35,57,1062,0.032,40,101,52.4962926347009,0.585,0.12,0.923,29,78,9,1,47,1.50602,8,47,20242025,0,0,0.44578313253012,1.06024096385542,1.50602409638554,3.27710843373494,161,101,53.3542741754543,0.64,5.11,5.04,5.11,5.04,0.93,0.9,3.28,0.5,0,0,5.61,5.61,5.51,23.78,22.19,23.78,22.19,2.56,3.68,17.54,2.49,2.67,2.79,23.48,23.48,22.12,20.79,18.64,20.79,18.64,0.9,1.52,18.37,0.74,0.91,0.91,20.61,20.61,18.9,12.77,7.09,0.13,0,0.36,0.39,1,1,1,65,114,2.99,31.89,FALSE,31.89,18.67,2.99,7.24070450097847,53.3542741754543,0.38421686746988,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8478483,"Mitchell Marner",1,"TOR","R","R","Marner","TOR",NA,"TOR",94,29,86,115,17,189,15.3439153439153,0.32558,1286.0851,883.39,1414,-68,67,-36,1336,0.024,-77,-78,48.5818181818182,978,-9,2,-1,957,0.026,-14,-21,49.4573643410853,0.49,0.113,0.92,22,74,8,3,16,1.2234,6,39,20242025,1,2,0.308510638297872,0.914893617021277,1.22340425531915,2.01063829787234,-78,-21,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,FALSE,NA,NA,0,NA,NA,NA,TRUE,"No Data","No Data",0,0,0,0
8478398,"Kyle Connor",1,"WPG","L","L","Connor","WPG","WPG","WPG",95,46,68,114,21,312,14.7435897435897,0.125,1239.2105,944.01,1537,-64,20,-81,1436,-0.025,-57,-101,48.301379078372,1129,-12,-15,-87,1032,-0.044,-70,-97,47.7556686719112,0.641,0.115,0.924,35,80,10,2,25,1.2,9,32,20242025,2,2,0.484210526315789,0.715789473684211,1.2,3.28421052631579,-101,-97,39.8865784499055,0.57,5.56,5.21,5.56,5.21,0.78,1.43,3.35,0.64,0.38,0.38,5.82,5.82,5.61,14.77,14.16,14.77,14.16,2.67,3.53,8.57,2.01,1.97,1.31,15.47,15.47,15.01,22.26,21.05,22.26,21.05,1.4,1.54,19.32,1.07,2.47,2.47,20.85,20.85,19.86,11.16,8.4,0.03,0,0.36,0.41,1,1,1,68,119,-7.49,40.44,FALSE,40.44,9.21,-7.49,8.27338129496403,39.8865784499055,0.425684210526316,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8477956,"David Pastrnak",1,"BOS","R","R","Pastrnak","BOS","BOS","BOS",82,43,63,106,0,319,13.4796238244514,0.375,1211.1707,926.74,1189,-61,73,38,1234,0.051,33,45,50.9286009079653,871,-10,12,24,891,0.047,18,20,50.5675368898978,0.682,0.12,0.905,34,83,4,3,42,1.29268,9,23,20242025,0,0,0.524390243902439,0.768292682926829,1.29268292682927,3.89024390243902,45,20,47.9220222793488,0.42,7.38,7.05,7.38,7.05,0.92,1.55,4.91,0.79,1.43,0.41,7.75,7.75,7.38,22.37,19.58,22.37,19.58,2.94,3.78,15.65,2.32,4.99,4.99,19.71,19.71,18.72,24.31,23.4,24.31,23.4,1.12,1.83,21.37,1.02,1.19,1.19,24.14,24.14,23.4,7.47,10.29,0,0,0.37,0.34,0,0,0,75,126,-1.94,35.62,FALSE,35.62,14.99,-1.94,5.82655826558266,47.9220222793488,0.434390243902439,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8477933,"Sam Reinhart",1,"FLA","C","R","Reinhart","FLA","FLA","FLA",100,50,54,104,11,276,18.1159420289855,0.40362,1242.91,861.31,1212,17,193,290,1585,0.025,163,373,56.6678584197354,864,22,136,225,1150,0.039,128,286,57.1002979145978,0.541,0.091,0.91,32,64,4,0,33,1.04,13,34,20242025,5,6,0.5,0.54,1.04,2.76,373,286,54.458722741433,0.6,9.41,6.43,9.41,6.43,0.63,0.99,7.79,0.75,2.91,4.84,5.32,5.32,4.5,27.97,21.04,27.97,21.04,2.71,4.47,20.79,3.16,9.03,9.13,22,22,18.73,23.39,21.43,23.39,21.43,1.85,0.93,20.62,1.36,1.87,1.87,22.88,22.88,21.19,11.99,8.04,0.03,0.02,0.47,0.5,18,18,32,92,102,4.58,40.59,FALSE,40.59,18.56,4.58,5.3134962805526,54.458722741433,0.4059,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8478403,"Jack Eichel",1,"VGK","C","R","Eichel","VGK","VGK","VGK",88,29,75,104,24,263,11.0266159695817,0.45781,1251.5568,904.04,1305,30,92,-3,1405,0.004,-22,100,51.8450184501845,927,48,40,1,1002,0.002,-13,75,51.9440124416796,0.582,0.109,0.905,23,63,3,0,8,1.18181,5,38,20242025,1,3,0.329545454545455,0.852272727272727,1.18181818181818,2.98863636363636,100,75,56.5409113179814,0.48,4.28,3.86,4.28,3.86,0.7,0.62,2.96,0.42,0.83,0.48,4.22,4.22,4.04,23.08,21.18,23.08,21.18,2.17,3.27,17.64,1.85,2.62,2.62,22.31,22.31,20.85,17.74,15.67,17.74,15.67,2.07,3.83,11.83,1.79,1.31,1.31,18.22,18.22,16.26,6.6,7.28,0,0,0.25,0.26,20,20,38,21,63,5.34,24.72,FALSE,24.72,18.8,5.34,6.77570093457944,56.5409113179814,0.280909090909091,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8477939,"William Nylander",1,"TOR","R","R","Nylander","TOR","TOR","TOR",95,51,48,99,7,290,17.5862068965517,0.52601,1167.1789,898.14,1539,-102,57,-162,1388,0.007,-106,-151,47.4205671335839,1125,-31,0,-145,1014,-0.004,-80,-111,47.4053295932679,0.553,0.102,0.931,38,64,8,2,30,1.0421,13,35,20242025,0,0,0.536842105263158,0.505263157894737,1.04210526315789,3.05263157894737,-151,-111,42.9720575783235,0.6,6.38,6.28,6.38,6.28,0.98,0.86,4.54,0.46,0.89,0.25,6.6,6.6,6.5,20.3,19.02,20.3,19.02,3.12,3.7,13.49,2.23,2.5,2.5,20.04,20.04,18.88,26.94,25.95,26.94,25.95,1.78,2.2,22.96,1.14,1.4,1.4,26.69,26.69,25.96,23.45,15.49,0.3,0.06,0.33,0.39,8,8,9,96,192,-6.64,44.62,FALSE,44.62,13.92,-6.64,7.99373040752351,42.9720575783235,0.469684210526316,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8476460,"Mark Scheifele",1,"WPG","C","R","Scheifele","WPG","WPG","WPG",93,44,54,98,17,203,21.6748768472906,0.49026,1216.1935,967.11,1571,-82,6,-112,1425,-0.035,-70,-146,47.5634178905207,1156,-32,-18,-98,1033,-0.053,-73,-123,47.1904979442668,0.629,0.115,0.923,32,71,12,3,77,1.05376,12,27,20242025,0,0,0.473118279569892,0.580645161290323,1.05376344086022,2.18279569892473,-146,-123,40.9750753218296,0.54,3.92,3.77,3.92,3.77,0.56,1.21,2.15,0.47,0,0.82,3.56,3.56,3.46,14.96,14.35,14.96,14.35,2.54,3.04,9.38,1.86,1.58,1.58,15.25,15.25,14.8,21.55,20.31,21.55,20.31,1.42,1.7,18.43,1.08,2.64,2.64,19.99,19.99,19,10.64,9.05,0,0,0.38,0.41,51,51,45,71,118,-6.59,40.08,FALSE,40.08,11.04,-6.59,11.2244897959184,40.9750753218296,0.430967741935484,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8480069,"Cale Makar",1,"COL","D","R","Makar","COL","COL","COL",87,31,66,97,27,272,11.3970588235294,0,1548.1839,1097.82,1426,91,126,316,1846,0.037,203,420,56.4180929095355,1018,65,82,187,1277,0.021,112,259,55.6427015250545,0.618,0.09,0.914,17,57,4,1,16,1.11494,12,37,20242025,2,3,0.35632183908046,0.758620689655172,1.11494252873563,3.1264367816092,420,259,52.192679558011,0.49,3.69,3.39,3.69,3.39,1.38,0.63,1.67,0.79,0.74,0.35,4.12,4.12,3.89,30.23,27.73,30.23,27.73,4.7,5.89,19.64,3.5,3.08,3.08,30.65,30.65,28.77,27.69,25.15,27.69,25.15,2.04,3.62,22.03,1.82,3.64,4.08,25.43,25.43,23.79,11.27,11.68,0.22,0.22,0.34,0.38,0,0,0,67,129,2.54,27.31,FALSE,27.31,26.54,2.54,8.40108401084011,52.192679558011,0.313908045977011,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8477493,"Aleksander Barkov",1,"FLA","C","L","Barkov","FLA","FLA","FLA",90,26,67,93,5,194,13.4020618556701,0.57065,1219.0222,840.2,1055,43,196,302,1458,0.046,164,403,58.0183048149622,754,43,138,228,1058,0.057,123,304,58.3885209713024,0.542,0.091,0.913,14,53,4,2,20,1.03333,11,36,20242025,1,4,0.288888888888889,0.744444444444444,1.03333333333333,2.15555555555556,403,304,57.6113861386139,0.62,4.98,3.78,4.98,3.78,0.48,0.67,3.83,0.5,0.61,0.87,4.61,4.61,3.94,27.93,21.14,27.93,21.14,2.34,4.23,21.36,2.82,8.48,8.58,22.18,22.18,18.96,20.55,18.76,20.55,18.76,1.17,1.03,18.35,0.97,1.09,1.09,20.43,20.43,18.76,10.98,6.63,0.03,0,0.51,0.52,59,59,33,88,85,7.38,21.02,FALSE,21.02,22.95,7.38,5.22088353413655,57.6113861386139,0.233555555555556,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8478440,"Dylan Strome",1,"WSH","C","L","Strome","WSH","WSH","WSH",92,31,62,93,2,164,18.9024390243902,0.52798,1043.1739,801.41,1275,-63,-7,-23,1211,-0.006,6,-64,48.7127916331456,927,-10,-34,-38,867,-0.03,-16,-60,48.3277591973244,0.781,0.111,0.91,22,54,4,0,36,1.01086,9,39,20242025,0,0,0.33695652173913,0.673913043478261,1.01086956521739,1.78260869565217,-64,-60,50.8647798742138,0.6,2.13,1.89,2.13,1.89,0.51,0.43,1.19,0.23,0.81,0,2.36,2.36,2.11,12.94,12.22,12.94,12.22,2.75,2.2,7.99,1.48,0.97,0.97,13.45,13.45,12.67,12.5,12.25,12.5,12.25,1.21,1.12,10.17,0.61,0,0.12,12.99,12.99,12.76,21.3,14.21,0,0,0.37,0.4,49,49,38,107,179,0.44,28.87,FALSE,28.87,10.81,0.44,14.5539906103286,50.8647798742138,0.313804347826087,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8471675,"Sidney Crosby",1,"PIT","C","L","Crosby","PIT","PIT","PIT",80,33,58,91,-20,227,14.5374449339207,0.57014,1222.475,953.67,1284,32,57,103,1418,0.03,45,134,52.479644707624,964,28,10,47,1030,0.03,28,66,51.654964894684,0.609,0.106,0.887,21,64,10,4,31,1.1375,12,27,20242025,0,0,0.4125,0.725,1.1375,2.8375,134,66,40.0475059382423,0.42,5.24,4.97,5.24,4.97,0.33,0.88,4.03,0.35,0.25,0.6,4.99,4.99,4.84,16.86,15.42,16.86,15.42,1.98,3.34,11.55,1.72,2.67,2.67,15.93,15.93,14.96,25.24,23.82,25.24,23.82,2,1.34,21.91,1.18,2.56,2.56,23.86,23.86,22.69,7.45,10.15,0,0.22,0.3,0.31,57,57,40,47,110,-8.38,27.76,FALSE,27.76,11.62,-8.38,6.29770992366412,40.0475059382423,0.347,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8479407,"Jesper Bratt",1,"NJD","L","L","Bratt","NJD","NJD","NJD",86,22,69,91,0,200,11,0,1152.3837,807.12,1178,21,67,57,1286,0.025,20,108,52.1915584415584,855,8,17,28,895,0.02,15,40,51.1428571428571,0.677,0.1,0.903,16,53,2,0,18,1.05813,4,34,20242025,2,4,0.255813953488372,0.802325581395349,1.05813953488372,2.32558139534884,108,40,59.6606458675424,0.56,6.47,6.08,6.47,6.08,0.53,0.64,5.31,0.41,0.73,0.9,5.99,5.99,5.76,21.8,19.79,21.8,19.79,2.51,3.46,15.82,2.16,4.7,4.7,19.25,19.25,18.12,14.74,14.38,14.74,14.38,1.54,1.47,11.73,0.88,1.7,1.87,13.76,13.76,13.55,14.94,11.91,0.16,0,0.44,0.48,0,0,0,99,126,7.06,15.53,FALSE,15.53,15.33,7.06,3.40030911901082,59.6606458675424,0.180581395348837,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8480018,"Nick Suzuki",1,"MTL","C","R","Suzuki","MTL","MTL","MTL",87,32,59,91,14,186,17.2043010752688,0.51965,1211.2528,872.87,1225,26,126,82,1362,0.062,-15,137,52.6478546579049,872,53,54,75,986,0.079,7,114,53.0678148546824,0.557,0.114,0.905,25,61,9,5,10,1.04597,5,28,20242025,2,2,0.367816091954023,0.67816091954023,1.04597701149425,2.13793103448276,137,114,46.9763820399689,0.42,3.99,3.84,3.99,3.84,0.37,0.8,2.82,0.35,0.93,0.51,3.83,3.83,3.71,18.1,16.76,18.1,16.76,2.33,4.19,11.58,1.79,1.62,1.8,18.1,18.1,16.93,20.43,18.8,20.43,18.8,1.78,2.08,16.56,1.19,3.74,3.74,17.88,17.88,17.17,11.45,16.03,0.07,0,0.28,0.3,43,43,35,64,166,-2.33,28.01,FALSE,28.01,14.11,-2.33,8.02005012531328,46.9763820399689,0.321954022988506,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8479343,"Clayton Keller",1,"UTA","R","L","Keller","UTA","UTA","UTA",81,30,60,90,-12,218,13.7614678899083,0.33333,1147.0864,863.93,1043,37,89,90,1198,0.008,29,155,53.4582775546631,735,37,48,61,861,0.006,41,126,53.9473684210526,0.61,0.092,0.908,20,53,5,1,28,1.11111,10,37,20242025,0,0,0.37037037037037,0.740740740740741,1.11111111111111,2.69135802469136,155,126,52.7247191011236,0.53,7.09,7.06,7.09,7.06,0.45,1.17,5.47,0.42,0.36,0,7.51,7.51,7.47,18.77,17.64,18.77,17.64,2.16,4.35,12.25,1.89,3.82,3.82,16.83,16.83,16.36,16.83,16.29,16.83,16.29,1.06,0.76,15,0.57,0.09,0.09,17.3,17.3,16.74,14.12,12.48,0,0,0.33,0.35,2,2,5,77,153,1.94,22.91,FALSE,22.91,11.68,1.94,4.23131170662906,52.7247191011236,0.282839506172839,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8479542,"Brandon Hagel",1,"TBL","L","L","Hagel","TBL","TBL","TBL",85,35,55,90,29,231,15.1515151515152,0.33333,1238.2,893.05,1194,15,110,49,1347,0.038,28,153,53.0106257378985,857,34,53,21,953,0.034,9,96,52.6519337016575,0.429,0.108,0.917,32,72,4,0,63,1.05882,0,11,20242025,3,7,0.411764705882353,0.647058823529412,1.05882352941176,2.71764705882353,153,96,61.6575375089307,0.5,7.35,7.33,7.35,7.33,0.27,0.12,6.96,0.22,0.04,0,7.57,7.57,7.53,25.89,24.93,25.89,24.93,2.33,2.99,20.56,1.97,1.79,1.68,26.18,26.18,25.33,16.1,15.22,16.1,15.22,1.55,1.35,13.2,0.84,1.47,1.47,15.46,15.46,15.02,13.03,13.25,0,0.06,0.44,0.44,1,1,1,89,114,9.79,27.65,FALSE,27.65,18.54,9.79,4.76190476190476,61.6575375089307,0.325294117647059,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8480803,"Evan Bouchard",1,"EDM","D","R","Bouchard","EDM","EDM","EDM",104,21,69,90,20,305,6.88524590163934,0,1442.3846,1124.17,1627,131,275,367,2288,0.084,255,661,58.4418901660281,1185,127,166,245,1661,0.075,183,476,58.3626141953619,0.625,0.086,0.89,16,58,3,1,40,0.86538,5,32,20242025,0,0,0.201923076923077,0.663461538461538,0.865384615384615,2.93269230769231,661,476,62.5358726845813,0.49,2.13,1.93,2.13,1.93,0.9,0.6,0.64,0.41,1.72,0.53,2.01,2.01,1.91,23.97,21,23.97,21,2.7,5.82,15.45,2.47,6,6,20.44,20.44,19.16,14.36,13.2,14.36,13.2,1.02,1.03,12.32,0.59,0.54,0.54,14.42,14.42,13.27,11.14,11.4,0.16,0.08,0.28,0.33,0,0,0,66,167,9.61,18.87,FALSE,18.87,21.84,9.61,9.85915492957747,62.5358726845813,0.181442307692308,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8478427,"Sebastian Aho",1,"CAR","C","L","Aho","CAR","CAR","CAR",94,36,53,89,10,248,14.5161290322581,0.5516,1212.6382,819.47,1094,167,157,284,1588,0.013,170,494,59.2095451155854,806,135,82,199,1136,0.012,113,330,58.4963954685891,0.612,0.093,0.876,25,52,10,6,54,0.9468,8,30,20242025,3,7,0.382978723404255,0.563829787234043,0.946808510638298,2.63829787234043,494,330,57.6722338204593,0.46,4.9,4.84,4.9,4.84,1.1,1.14,2.66,0.48,0.51,0.7,4.68,4.68,4.67,22.1,20.27,22.1,20.27,3.21,5.17,13.71,2.23,2.32,2.32,22.01,22.01,20.49,16.22,15.78,16.22,15.78,1.08,1.62,13.52,0.76,0.58,0.58,16.4,16.4,16.02,11.64,13.63,0,0.03,0.33,0.34,38,38,37,63,129,5.88,31.1,FALSE,31.1,17.2,5.88,7.3469387755102,57.6722338204593,0.330851063829787,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8478550,"Artemi Panarin",1,"NYR","L","R","Panarin","NYR","NYR","NYR",80,37,52,89,-9,237,15.6118143459916,0,1180.9875,928.11,1152,51,74,84,1323,0.066,46,171,53.4545454545455,843,65,16,77,969,0.068,45,126,53.476821192053,0.66,0.105,0.896,29,63,3,0,16,1.1125,8,26,20242025,0,0,0.4625,0.65,1.1125,2.9625,171,126,47.1588463194146,0.51,6.62,5.97,6.62,5.97,1.27,0.44,4.92,0.75,1.3,1.16,6.21,6.21,6.01,21.91,18.73,21.91,18.73,2.53,4.29,15.09,2.42,4.65,4.65,19.69,19.69,17.59,24.55,23.39,24.55,23.39,0.83,2.14,21.58,0.72,0.75,0.75,24.52,24.52,23.41,9.73,9.43,0,0,0.34,0.34,0,0,1,52,99,-2.64,30.38,FALSE,30.38,15.29,-2.64,5.58912386706949,47.1588463194146,0.37975,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8479318,"Auston Matthews",1,"TOR","C","L","Matthews","TOR","TOR","TOR",80,36,53,89,11,308,11.6883116883117,0.56756,1230.1,856.83,1132,10,70,29,1168,0.056,-44,36,50.7826086956522,771,54,12,49,847,0.064,10,76,52.3485784919654,0.538,0.11,0.912,23,59,3,1,22,1.1125,11,28,20242025,2,2,0.45,0.6625,1.1125,3.85,36,76,48.822869955157,0.56,9.93,9.31,9.93,9.31,0.69,0.82,8.42,0.57,1.03,0.76,9.75,9.75,9.17,26.13,24,26.13,24,2.12,2.69,21.32,1.81,3.3,3.3,24.64,24.64,23.04,27.39,23.86,27.39,23.86,1.88,2.75,22.77,1.47,2.96,2.96,25.9,25.9,23.9,11.86,9.33,0.51,0,0.35,0.38,45,45,41,70,128,-1.26,26.07,FALSE,26.07,16.2,-1.26,3.62537764350453,48.822869955157,0.325875,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8480023,"Robert Thomas",1,"STL","C","R","Thomas","STL","STL","STL",77,23,66,89,20,153,15.0326797385621,0.54496,1203.1298,887.2,1112,-31,78,19,1140,0.023,-19,28,50.6216696269982,795,13,13,18,830,0.028,9,35,51.0769230769231,0.51,0.117,0.922,18,66,5,1,24,1.15584,4,22,20242025,1,1,0.298701298701299,0.857142857142857,1.15584415584416,1.98701298701299,28,35,53.9507772020725,0.39,2.84,2.79,2.84,2.79,0.58,1.06,1.2,0.4,0.43,0.08,3.15,3.15,3.1,16.66,15.02,16.66,15.02,2.1,3.91,10.65,1.71,2.86,2.86,15.43,15.43,14.33,14.22,13.64,14.22,13.64,1.07,2.65,10.51,1.06,0.36,0.36,14.92,14.92,14.29,6.87,10.61,0.55,0,0.41,0.41,69,69,42,67,95,2.44,20.16,FALSE,20.16,13.82,2.44,8.09859154929578,53.9507772020725,0.261818181818182,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8475168,"Matt Duchene",1,"DAL","C","L","Duchene","DAL","DAL","DAL",100,31,57,88,-3,175,17.7142857142857,0.53981,1022.73,808.02,1391,-4,56,24,1441,0.023,-2,50,50.8827683615819,1024,-13,22,5,1028,0.026,-5,4,50.0974658869396,0.496,0.094,0.915,22,55,7,1,18,0.88,9,33,20242025,0,0,0.31,0.57,0.88,1.75,50,4,45.2087611225188,0.53,3.22,3.13,3.22,3.13,0.34,0.29,2.59,0.17,0,0.34,3.06,3.06,3,13.21,12.33,13.21,12.33,1.18,1.89,10.14,1.04,1.23,1.23,13.02,13.02,12.21,16.01,14.91,16.01,14.91,1.34,1.5,13.18,0.85,0.64,0.64,16.23,16.23,15.3,17.63,15.59,0.26,0.33,0.38,0.37,15,15,24,92,150,-2.8,27.78,FALSE,27.78,9.99,-2.8,9.62732919254658,45.2087611225188,0.2778,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
8477404,"Jake Guentzel",1,"TBL","C","L","Guentzel","TBL","TBL","TBL",85,44,42,86,15,233,18.8841201716738,0.46172,1209.2705,904.54,1271,0,69,33,1364,0.021,24,93,51.7647058823529,932,24,41,-10,988,0.016,-9,56,51.4583333333333,0.592,0.114,0.927,24,55,5,0,30,1.01176,19,30,20242025,1,1,0.517647058823529,0.494117647058824,1.01176470588235,2.74117647058824,93,56,50.4960077425599,0.67,5.59,5.14,5.59,5.14,0.31,0.6,4.67,0.51,1.65,0.86,5.23,5.23,4.93,20.87,19.43,20.87,19.43,2.28,4.25,14.34,2.36,1.85,1.85,21.37,21.37,20.06,20.46,18.15,20.46,18.15,0.56,1.08,18.82,0.67,1.89,1.89,19.24,19.24,17.57,14.57,7.22,0,0,0.39,0.42,5,5,4,76,121,0.41,38.41,FALSE,38.41,15.28,0.41,7.87119856887299,50.4960077425599,0.451882352941176,TRUE,"Very Lucky","Hot Shooter",1,0,1,0
