"playerId","skaterFullName","team_abbr","positionCode","shootsCatches","gamesPlayed","goals","assists","points","plusMinus","shots","shootingPct","faceoffWinPct","timeOnIcePerGame","toi_5v5_per_game","corsi_against","corsi_ahead","corsi_behind","corsi_close","corsi_for","corsi_relative","corsi_tied","corsi_total","corsi_percentage","fenwick_against","fenwick_ahead","fenwick_behind","fenwick_close","fenwick_for","fenwick_relative","fenwick_tied","fenwick_total","fenwick_percentage","zone_start_pct","shooting_pct_5v5","save_pct_5v5","evGoals","evPoints","gameWinningGoals","lastName","otGoals","penaltyMinutes","pointsPerGame","ppGoals","ppPoints","seasonId","shGoals","shPoints","teamAbbrevs","goals_per_game","assists_per_game","points_per_game","shots_per_game","corsi_plus_minus","fenwick_plus_minus","moneypuck_team","onIce_xGoalsPercentage","offIce_xGoalsPercentage","I_F_xGoals","I_F_flurryAdjustedxGoals","I_F_scoreVenueAdjustedxGoals","I_F_flurryScoreVenueAdjustedxGoals","I_F_lowDangerxGoals","I_F_mediumDangerxGoals","I_F_highDangerxGoals","I_F_xGoalsFromxReboundsOfShots","I_F_xGoalsFromActualReboundsOfShots","I_F_reboundxGoals","I_F_xGoals_with_earned_rebounds","I_F_xGoals_with_earned_rebounds_scoreAdjusted","I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted","OnIce_F_xGoals","OnIce_F_flurryAdjustedxGoals","OnIce_F_scoreVenueAdjustedxGoals","OnIce_F_flurryScoreVenueAdjustedxGoals","OnIce_F_lowDangerxGoals","OnIce_F_mediumDangerxGoals","OnIce_F_highDangerxGoals","OnIce_F_xGoalsFromxReboundsOfShots","OnIce_F_xGoalsFromActualReboundsOfShots","OnIce_F_reboundxGoals","OnIce_F_xGoals_with_earned_rebounds","OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted","OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted","OnIce_A_xGoals","OnIce_A_flurryAdjustedxGoals","OnIce_A_scoreVenueAdjustedxGoals","OnIce_A_flurryScoreVenueAdjustedxGoals","OnIce_A_lowDangerxGoals","OnIce_A_mediumDangerxGoals","OnIce_A_highDangerxGoals","OnIce_A_xGoalsFromxReboundsOfShots","OnIce_A_xGoalsFromActualReboundsOfShots","OnIce_A_reboundxGoals","OnIce_A_xGoals_with_earned_rebounds","OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted","OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted","OffIce_F_xGoals","OffIce_A_xGoals","xGoalsForAfterShifts","xGoalsAgainstAfterShifts","offIce_corsiPercentage","offIce_fenwickPercentage","I_F_faceOffsWon","faceoffsWon","faceoffsLost","OffIce_F_shotAttempts","OffIce_A_shotAttempts"
8481161,"Jake Christiansen","CBJ","D","L",68,1,7,8,6,58,0.01724,NA,752.397,709.07,866,-57,-32,-105,730,-0.028,-47,-136,0.457,624,-31,-41,-102,514,-0.039,-38,-110,0.451,0.46,0.111,0.917,1,8,0,"Christiansen",0,11,0.11764,0,0,20242025,0,0,"CBJ",0.0147058823529412,0.102941176470588,0.117647058823529,0.852941176470588,-136,-110,"CBJ",0.27,0.49,0.02,0.02,0.02,0.02,0.02,0,0,0.01,0,0,0.03,0.03,0.03,1.02,0.99,1.02,0.99,0.34,0.1,0.58,0.1,0.58,0.58,0.54,0.54,0.54,2.74,2.7,2.74,2.7,0.65,0.41,1.69,0.27,0.21,0.21,2.8,2.8,2.78,7.37,7.75,0.07,0,0.52,0.56,0,0,0,76,69
8481161,"Jake Christiansen","CBJ","D","L",68,1,7,8,6,58,0.01724,NA,752.397,709.07,866,-57,-32,-105,730,-0.028,-47,-136,0.457,624,-31,-41,-102,514,-0.039,-38,-110,0.451,0.46,0.111,0.917,1,8,0,"Christiansen",0,11,0.11764,0,0,20242025,0,0,"CBJ",0.0147058823529412,0.102941176470588,0.117647058823529,0.852941176470588,-136,-110,"CBJ",0.41,0.48,1.75,1.72,1.75,1.73,1.5,0,0.26,0.6,1.32,0.29,2.06,2.06,2.04,31.08,29.5,31.36,29.77,10.38,11.04,9.67,5.01,9.54,9.54,26.55,26.86,26.42,43.84,41.81,43.98,41.9,14.25,17.2,12.39,6.83,11.61,11.61,39.05,39.04,38.18,166.33,181.01,0,0,0.49,0.49,0,0,0,3193,3382
8481161,"Jake Christiansen","CBJ","D","L",68,1,7,8,6,58,0.01724,NA,752.397,709.07,866,-57,-32,-105,730,-0.028,-47,-136,0.457,624,-31,-41,-102,514,-0.039,-38,-110,0.451,0.46,0.111,0.917,1,8,0,"Christiansen",0,11,0.11764,0,0,20242025,0,0,"CBJ",0.0147058823529412,0.102941176470588,0.117647058823529,0.852941176470588,-136,-110,"CBJ",0.44,0.48,1.71,1.68,1.71,1.68,1.45,0,0.26,0.59,1.32,0.29,2,2,1.98,29.61,28.06,29.89,28.33,9.96,10.93,8.73,4.87,8.96,8.96,25.52,25.83,25.39,38.22,36.35,38.36,36.45,12.73,15.04,10.44,5.89,11.1,11.1,33,32.99,32.28,110.87,118.52,1.97,0.27,0.48,0.49,0,0,0,2487,2643
8481161,"Jake Christiansen","CBJ","D","L",68,1,7,8,6,58,0.01724,NA,752.397,709.07,866,-57,-32,-105,730,-0.028,-47,-136,0.457,624,-31,-41,-102,514,-0.039,-38,-110,0.451,0.46,0.111,0.917,1,8,0,"Christiansen",0,11,0.11764,0,0,20242025,0,0,"CBJ",0.0147058823529412,0.102941176470588,0.117647058823529,0.852941176470588,-136,-110,"CBJ",0.14,0.15,0.03,0.03,0.03,0.03,0.03,0,0,0.01,0,0,0.03,0.03,0.03,0.45,0.45,0.45,0.45,0.08,0,0.37,0.05,0.01,0.01,0.49,0.49,0.49,2.86,2.73,2.86,2.73,0.85,1.75,0.26,0.67,0.3,0.3,3.23,3.23,3.09,2.27,12.49,0,0,0.15,0.17,0,0,0,34,189
8481161,"Jake Christiansen","CBJ","D","L",68,1,7,8,6,58,0.01724,NA,752.397,709.07,866,-57,-32,-105,730,-0.028,-47,-136,0.457,624,-31,-41,-102,514,-0.039,-38,-110,0.451,0.46,0.111,0.917,1,8,0,"Christiansen",0,11,0.11764,0,0,20242025,0,0,"CBJ",0.0147058823529412,0.102941176470588,0.117647058823529,0.852941176470588,-136,-110,"CBJ",0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0,0,0.01,0,0,0.03,0.03,0.03,1.76,0.44,0,0,0.86,0.8,0,0,0,55,9
8484166,"Adam Fantilli","CBJ","C","L",82,31,23,54,4,191,0.1623,0.41216,1048.6707,880.06,1269,-57,-45,-73,1139,-0.022,-28,-130,0.473,922,-37,-69,-64,801,-0.033,-15,-121,0.464,0.595,0.115,0.914,28,48,3,"Fantilli",0,18,0.65853,2,4,20242025,1,2,"CBJ",0.378048780487805,0.280487804878049,0.658536585365854,2.32926829268293,-130,-121,"CBJ",0.58,0.41,5.29,4.36,5.29,4.36,0.59,0.89,3.81,0.43,0.91,0.91,4.81,4.81,3.97,14.19,12.72,14.19,12.72,1.75,2.47,9.97,1.45,2,2,13.65,13.65,12.53,10.46,9.81,10.46,9.81,1.05,0.79,8.62,0.59,0.39,0.39,10.66,10.66,10,10.54,15.22,0,0,0.37,0.4,11,11,30,85,143
8484166,"Adam Fantilli","CBJ","C","L",82,31,23,54,4,191,0.1623,0.41216,1048.6707,880.06,1269,-57,-45,-73,1139,-0.022,-28,-130,0.473,922,-37,-69,-64,801,-0.033,-15,-121,0.464,0.595,0.115,0.914,28,48,3,"Fantilli",0,18,0.65853,2,4,20242025,1,2,"CBJ",0.378048780487805,0.280487804878049,0.658536585365854,2.32926829268293,-130,-121,"CBJ",0.49,0.48,18.59,17.33,18.82,17.54,6.19,6.75,5.65,2.88,4.08,1.82,19.65,19.86,18.77,70.24,66.54,70.61,66.86,22.04,21.5,26.7,11.23,14.72,14.72,66.75,66.97,64.88,74.35,71.16,74.86,71.6,21.26,26.48,26.62,10.34,17.8,17.8,66.89,67.26,65.67,174.93,192.37,0,0,0.48,0.48,420,420,599,3407,3751
8484166,"Adam Fantilli","CBJ","C","L",82,31,23,54,4,191,0.1623,0.41216,1048.6707,880.06,1269,-57,-45,-73,1139,-0.022,-28,-130,0.473,922,-37,-69,-64,801,-0.033,-15,-121,0.464,0.595,0.115,0.914,28,48,3,"Fantilli",0,18,0.65853,2,4,20242025,1,2,"CBJ",0.378048780487805,0.280487804878049,0.658536585365854,2.32926829268293,-130,-121,"CBJ",0.43,0.5,11.23,10.93,11.46,11.14,4.72,5.43,1.09,1.96,3.12,0.86,12.34,12.55,12.33,45.73,43.88,46.1,44.21,17.43,15.9,12.4,7.53,11.05,11.05,42.2,42.43,41.72,59.53,57.03,60.04,57.47,19.15,23.77,16.62,9.08,17.19,17.19,51.42,51.79,50.9,132.1,130.24,1.51,2.52,0.49,0.5,372,372,529,2880,2963
8484166,"Adam Fantilli","CBJ","C","L",82,31,23,54,4,191,0.1623,0.41216,1048.6707,880.06,1269,-57,-45,-73,1139,-0.022,-28,-130,0.473,922,-37,-69,-64,801,-0.033,-15,-121,0.464,0.595,0.115,0.914,28,48,3,"Fantilli",0,18,0.65853,2,4,20242025,1,2,"CBJ",0.378048780487805,0.280487804878049,0.658536585365854,2.32926829268293,-130,-121,"CBJ",0.41,0.12,0.32,0.32,0.32,0.32,0.01,0.1,0.21,0.03,0,0,0.35,0.35,0.35,0.96,0.96,0.96,0.96,0.14,0.39,0.43,0.1,0,0,1.06,1.06,1.06,1.39,1.36,1.39,1.36,0.47,0.29,0.64,0.37,0.22,0.22,1.54,1.54,1.51,2.86,20.53,0.03,0,0.14,0.15,1,1,14,49,312
8484166,"Adam Fantilli","CBJ","C","L",82,31,23,54,4,191,0.1623,0.41216,1048.6707,880.06,1269,-57,-45,-73,1139,-0.022,-28,-130,0.473,922,-37,-69,-64,801,-0.033,-15,-121,0.464,0.595,0.115,0.914,28,48,3,"Fantilli",0,18,0.65853,2,4,20242025,1,2,"CBJ",0.378048780487805,0.280487804878049,0.658536585365854,2.32926829268293,-130,-121,"CBJ",0.78,0.92,1.71,1.68,1.71,1.68,0.83,0.34,0.53,0.44,0.05,0.05,2.1,2.1,2.06,9.2,8.81,9.2,8.81,2.69,2.62,3.89,2.13,1.68,1.68,9.65,9.65,9.37,2.57,2.56,2.57,2.56,0.54,1.27,0.75,0.25,0,0,2.82,2.82,2.81,16.8,1.54,0,0,0.9,0.89,36,36,5,276,29
8485469,"Jack Williams","CBJ","R","R",1,0,0,0,1,0,NA,0.45454,669,669,13,-2,0,2,12,-0.001,1,-1,0.48,9,-1,0,1,9,0.062,1,0,0.5,0.25,0.25,1,0,0,0,"Williams",0,0,0,0,0,20242025,0,0,"CBJ",0,0,0,0,-1,0,"CBJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8485469,"Jack Williams","CBJ","R","R",1,0,0,0,1,0,NA,0.45454,669,669,13,-2,0,2,12,-0.001,1,-1,0.48,9,-1,0,1,9,0.062,1,0,0.5,0.25,0.25,1,0,0,0,"Williams",0,0,0,0,0,20242025,0,0,"CBJ",0,0,0,0,-1,0,"CBJ",0.37,0.51,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0,0,0.02,0.02,0.01,0.36,0.35,0.36,0.35,0.18,0.18,0,0.08,0.02,0.02,0.42,0.42,0.41,0.62,0.61,0.6,0.59,0.15,0.26,0.21,0.11,0.21,0.21,0.52,0.51,0.5,2.47,2.37,0,0,0.46,0.43,5,5,6,51,59
8485469,"Jack Williams","CBJ","R","R",1,0,0,0,1,0,NA,0.45454,669,669,13,-2,0,2,12,-0.001,1,-1,0.48,9,-1,0,1,9,0.062,1,0,0.5,0.25,0.25,1,0,0,0,"Williams",0,0,0,0,0,20242025,0,0,"CBJ",0,0,0,0,-1,0,"CBJ",0.37,0.51,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0,0,0.02,0.02,0.01,0.36,0.35,0.36,0.35,0.18,0.18,0,0.08,0.02,0.02,0.42,0.42,0.41,0.62,0.61,0.6,0.59,0.15,0.26,0.21,0.11,0.21,0.21,0.52,0.51,0.5,2.47,2.36,0,0.03,0.48,0.44,5,5,6,51,55
8485469,"Jack Williams","CBJ","R","R",1,0,0,0,1,0,NA,0.45454,669,669,13,-2,0,2,12,-0.001,1,-1,0.48,9,-1,0,1,9,0.062,1,0,0.5,0.25,0.25,1,0,0,0,"Williams",0,0,0,0,0,20242025,0,0,"CBJ",0,0,0,0,-1,0,"CBJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8485469,"Jack Williams","CBJ","R","R",1,0,0,0,1,0,NA,0.45454,669,669,13,-2,0,2,12,-0.001,1,-1,0.48,9,-1,0,1,9,0.062,1,0,0.5,0.25,0.25,1,0,0,0,"Williams",0,0,0,0,0,20242025,0,0,"CBJ",0,0,0,0,-1,0,"CBJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476374,"Sean Kuraly","CBJ","C","L",82,6,11,17,-4,88,0.06818,0.54295,705.8414,637.56,900,-44,16,-1,860,0,-12,-40,0.488,613,-29,-6,-1,587,0.001,9,-26,0.489,0.328,0.082,0.913,6,17,0,"Kuraly",0,40,0.20731,0,0,20242025,0,0,"CBJ",0.0731707317073171,0.134146341463415,0.207317073170732,1.07317073170732,-40,-26,"CBJ",0.55,0.55,1.54,1.02,1.54,1.02,0,0,1.54,0.04,0.51,0.95,0.63,0.63,0.39,2.4,1.88,2.4,1.88,0.04,0.2,2.17,0.11,0.95,0.95,1.56,1.56,1.32,1.94,1.69,1.94,1.69,0.23,0.73,0.99,0.29,0.31,0.31,1.93,1.93,1.64,12.05,9.84,0,0,0.49,0.49,5,5,5,89,92
8476374,"Sean Kuraly","CBJ","C","L",82,6,11,17,-4,88,0.06818,0.54295,705.8414,637.56,900,-44,16,-1,860,0,-12,-40,0.488,613,-29,-6,-1,587,0.001,9,-26,0.489,0.328,0.082,0.913,6,17,0,"Kuraly",0,40,0.20731,0,0,20242025,0,0,"CBJ",0.0731707317073171,0.134146341463415,0.207317073170732,1.07317073170732,-40,-26,"CBJ",0.44,0.49,10.28,9.55,10.3,9.58,2.44,3.86,3.98,1.41,3.09,3.02,8.66,8.69,8.37,37.93,36.17,38.3,36.53,11.87,11.82,14.25,5.81,11.73,11.73,32.02,32.32,31.72,48.35,46.08,48.2,45.93,14.9,18.44,15,7.75,14.46,14.46,41.63,41.48,40.31,207.24,218.39,0,0,0.49,0.49,316,316,266,3972,4112
8476374,"Sean Kuraly","CBJ","C","L",82,6,11,17,-4,88,0.06818,0.54295,705.8414,637.56,900,-44,16,-1,860,0,-12,-40,0.488,613,-29,-6,-1,587,0.001,9,-26,0.489,0.328,0.082,0.913,6,17,0,"Kuraly",0,40,0.20731,0,0,20242025,0,0,"CBJ",0.0731707317073171,0.134146341463415,0.207317073170732,1.07317073170732,-40,-26,"CBJ",0.47,0.49,8.58,8.37,8.6,8.4,2.28,3.86,2.44,1.31,2.58,2.07,7.82,7.84,7.77,34.44,33.22,34.81,33.58,11.28,11.62,11.54,5.49,10.45,10.45,29.49,29.79,29.44,38.07,36.51,37.92,36.36,12.64,14.55,10.88,5.88,11.14,11.14,32.8,32.65,32.06,143.39,151.71,1.08,0.94,0.49,0.49,281,281,228,3154,3336
8476374,"Sean Kuraly","CBJ","C","L",82,6,11,17,-4,88,0.06818,0.54295,705.8414,637.56,900,-44,16,-1,860,0,-12,-40,0.488,613,-29,-6,-1,587,0.001,9,-26,0.489,0.328,0.082,0.913,6,17,0,"Kuraly",0,40,0.20731,0,0,20242025,0,0,"CBJ",0.0731707317073171,0.134146341463415,0.207317073170732,1.07317073170732,-40,-26,"CBJ",0.09,0.13,0.12,0.12,0.12,0.12,0.12,0,0,0.04,0,0,0.16,0.16,0.16,0.75,0.74,0.75,0.74,0.43,0,0.33,0.14,0.33,0.33,0.57,0.57,0.56,7.73,7.32,7.73,7.32,1.95,3.06,2.72,1.53,2.59,2.59,6.68,6.68,6.39,2.73,18.57,0,0,0.11,0.14,25,25,4,36,279
8476374,"Sean Kuraly","CBJ","C","L",82,6,11,17,-4,88,0.06818,0.54295,705.8414,637.56,900,-44,16,-1,860,0,-12,-40,0.488,613,-29,-6,-1,587,0.001,9,-26,0.489,0.328,0.082,0.913,6,17,0,"Kuraly",0,40,0.20731,0,0,20242025,0,0,"CBJ",0.0731707317073171,0.134146341463415,0.207317073170732,1.07317073170732,-40,-26,"CBJ",0.76,0.85,0.04,0.04,0.04,0.04,0.04,0,0,0.01,0,0,0.05,0.05,0.05,0.33,0.33,0.33,0.33,0.13,0,0.21,0.07,0,0,0.4,0.4,0.4,0.1,0.1,0.1,0.1,0,0.1,0,0.01,0,0,0.12,0.12,0.12,4.68,0.85,0,0,0.85,0.84,5,5,2,112,19
8483485,"Denton Mateychuk","CBJ","D","L",45,4,9,13,4,44,0.0909,NA,1082.1111,948.93,729,-68,-15,-47,612,-0.051,-34,-117,0.456,518,-52,-15,-33,429,-0.051,-22,-89,0.453,0.429,0.123,0.913,4,13,0,"Mateychuk",0,20,0.28888,0,0,20242025,0,0,"CBJ",0.0888888888888889,0.2,0.288888888888889,0.977777777777778,-117,-89,"CBJ",0.65,0.44,0.08,0.07,0.08,0.07,0.08,0,0,0.04,0,0.06,0.06,0.06,0.06,2.48,2.32,2.48,2.32,0.43,0.98,1.07,0.35,0.34,0.34,2.49,2.49,2.33,1.32,1.31,1.32,1.31,0.37,0.31,0.64,0.18,0,0,1.49,1.49,1.48,7.02,8.88,0.56,0,0.46,0.45,0,0,0,52,61
8483485,"Denton Mateychuk","CBJ","D","L",45,4,9,13,4,44,0.0909,NA,1082.1111,948.93,729,-68,-15,-47,612,-0.051,-34,-117,0.456,518,-52,-15,-33,429,-0.051,-22,-89,0.453,0.429,0.123,0.913,4,13,0,"Mateychuk",0,20,0.28888,0,0,20242025,0,0,"CBJ",0.0888888888888889,0.2,0.288888888888889,0.977777777777778,-117,-89,"CBJ",0.44,0.51,2.25,2.2,2.24,2.19,1.67,0.58,0,0.65,0.14,0.32,2.58,2.56,2.53,30.16,29.22,30.13,29.18,10.19,11.96,8.02,5.05,5.74,5.74,29.47,29.37,28.85,38.48,36.87,38.61,37.01,12.11,13.18,13.19,6.11,10.71,10.71,33.88,34.06,33.42,109.28,105.51,0,0,0.5,0.5,0,0,0,1999,2019
8483485,"Denton Mateychuk","CBJ","D","L",45,4,9,13,4,44,0.0909,NA,1082.1111,948.93,729,-68,-15,-47,612,-0.051,-34,-117,0.456,518,-52,-15,-33,429,-0.051,-22,-89,0.453,0.429,0.123,0.913,4,13,0,"Mateychuk",0,20,0.28888,0,0,20242025,0,0,"CBJ",0.0888888888888889,0.2,0.288888888888889,0.977777777777778,-117,-89,"CBJ",0.43,0.53,1.79,1.76,1.78,1.75,1.33,0.46,0,0.46,0.14,0.19,2.06,2.04,2.02,24.53,23.96,24.5,23.92,8.8,10.23,5.52,4,4.73,4.73,23.81,23.71,23.42,32.8,31.34,32.94,31.48,10.54,11.34,10.92,5.03,9.48,9.48,28.35,28.53,28,78.88,70.28,3.73,0.02,0.5,0.5,0,0,0,1658,1632
8483485,"Denton Mateychuk","CBJ","D","L",45,4,9,13,4,44,0.0909,NA,1082.1111,948.93,729,-68,-15,-47,612,-0.051,-34,-117,0.456,518,-52,-15,-33,429,-0.051,-22,-89,0.453,0.429,0.123,0.913,4,13,0,"Mateychuk",0,20,0.28888,0,0,20242025,0,0,"CBJ",0.0888888888888889,0.2,0.288888888888889,0.977777777777778,-117,-89,"CBJ",0.06,0.07,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0,0,0.02,0.02,0.02,0.22,0.21,0.22,0.21,0.22,0,0,0.08,0,0,0.29,0.29,0.29,3.46,3.33,3.46,3.33,1.07,0.76,1.63,0.8,1.23,1.23,3.03,3.03,2.94,0.83,11.23,0,0.21,0.1,0.11,0,0,0,16,151
8483485,"Denton Mateychuk","CBJ","D","L",45,4,9,13,4,44,0.0909,NA,1082.1111,948.93,729,-68,-15,-47,612,-0.051,-34,-117,0.456,518,-52,-15,-33,429,-0.051,-22,-89,0.453,0.429,0.123,0.913,4,13,0,"Mateychuk",0,20,0.28888,0,0,20242025,0,0,"CBJ",0.0888888888888889,0.2,0.288888888888889,0.977777777777778,-117,-89,"CBJ",0.85,0.82,0.28,0.27,0.28,0.27,0.15,0.13,0,0.11,0,0.07,0.32,0.32,0.3,2.57,2.38,2.57,2.38,0.53,0.6,1.44,0.55,0.68,0.68,2.44,2.44,2.39,0.47,0.46,0.47,0.46,0.09,0.38,0,0.05,0,0,0.52,0.52,0.52,6.15,1.38,0,0,0.89,0.84,0,0,0,135,17
8471677,"Jack Johnson","CBJ","D","L",41,0,6,6,-13,23,0,NA,772.3902,670.87,491,-61,-12,-51,404,-0.05,-14,-87,0.451,364,-43,-23,-55,283,-0.07,-15,-81,0.437,0.471,0.102,0.858,0,6,0,"Johnson",0,2,0.14634,0,0,20242025,0,0,"CBJ",0,0.146341463414634,0.146341463414634,0.560975609756098,-87,-81,"CBJ",0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,1.87,2.17,1.87,0.27,0.2,1.71,0.27,0.33,0.33,2.11,2.11,1.95,5.49,5.32,0,0,0.51,0.49,0,0,0,50,48
8471677,"Jack Johnson","CBJ","D","L",41,0,6,6,-13,23,0,NA,772.3902,670.87,491,-61,-12,-51,404,-0.05,-14,-87,0.451,364,-43,-23,-55,283,-0.07,-15,-81,0.437,0.471,0.102,0.858,0,6,0,"Johnson",0,2,0.14634,0,0,20242025,0,0,"CBJ",0,0.146341463414634,0.146341463414634,0.560975609756098,-87,-81,"CBJ",0.35,0.53,0.87,0.85,0.86,0.84,0.69,0.18,0,0.26,0.5,0,1.13,1.11,1.09,18.28,17,18.15,16.91,6.32,4.46,7.49,2.78,5.27,5.27,15.79,15.71,15.1,34.18,32.82,34.56,33.18,9.73,12.29,12.16,5.49,8.12,8.12,31.55,31.88,31.21,110.12,98.42,0,0,0.52,0.52,0,0,0,2092,1951
8471677,"Jack Johnson","CBJ","D","L",41,0,6,6,-13,23,0,NA,772.3902,670.87,491,-61,-12,-51,404,-0.05,-14,-87,0.451,364,-43,-23,-55,283,-0.07,-15,-81,0.437,0.471,0.102,0.858,0,6,0,"Johnson",0,2,0.14634,0,0,20242025,0,0,"CBJ",0,0.146341463414634,0.146341463414634,0.560975609756098,-87,-81,"CBJ",0.42,0.52,0.87,0.85,0.86,0.84,0.69,0.18,0,0.26,0.5,0,1.13,1.11,1.09,17.31,16.03,17.19,15.94,6.09,3.94,7.28,2.66,5.27,5.27,14.69,14.61,14.01,24.24,23.42,24.62,23.78,7.84,10.16,6.24,3.53,6.59,6.59,21.19,21.52,21.22,77.57,73,1,0.02,0.5,0.51,0,0,0,1679,1653
8471677,"Jack Johnson","CBJ","D","L",41,0,6,6,-13,23,0,NA,772.3902,670.87,491,-61,-12,-51,404,-0.05,-14,-87,0.451,364,-43,-23,-55,283,-0.07,-15,-81,0.437,0.471,0.102,0.858,0,6,0,"Johnson",0,2,0.14634,0,0,20242025,0,0,"CBJ",0,0.146341463414634,0.146341463414634,0.560975609756098,-87,-81,"CBJ",0.11,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.96,0.96,0.96,0.23,0.53,0.21,0.12,0,0,1.08,1.08,1.08,7.75,7.5,7.75,7.5,1.6,1.93,4.21,1.63,1.19,1.19,8.18,8.18,7.98,1.24,6.77,0.05,0,0.2,0.21,0,0,0,31,126
8471677,"Jack Johnson","CBJ","D","L",41,0,6,6,-13,23,0,NA,772.3902,670.87,491,-61,-12,-51,404,-0.05,-14,-87,0.451,364,-43,-23,-55,283,-0.07,-15,-81,0.437,0.471,0.102,0.858,0,6,0,"Johnson",0,2,0.14634,0,0,20242025,0,0,"CBJ",0,0.146341463414634,0.146341463414634,0.560975609756098,-87,-81,"CBJ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.5,1,0,0,0,1,1
8482660,"Kent Johnson","CBJ","C","L",68,24,33,57,2,123,0.19512,0,1037.6323,806.26,858,-12,33,-29,888,0.033,9,30,0.508,629,-1,-8,-22,634,0.026,14,5,0.501,0.518,0.133,0.898,19,39,4,"Johnson",0,16,0.83823,4,15,20242025,1,3,"CBJ",0.352941176470588,0.485294117647059,0.838235294117647,1.80882352941176,30,5,"CBJ",0.43,0.57,1.39,1.36,1.39,1.36,0.36,0.43,0.61,0.21,0.25,0,1.6,1.6,1.56,7.06,5.89,7.06,5.89,1.54,2.34,3.19,1.25,1.49,1.49,6.82,6.82,5.8,9.53,9.15,9.53,9.15,0.7,0.92,7.91,0.41,0.79,0.79,9.14,9.14,8.88,10.06,7.44,0.04,0,0.47,0.51,0,0,0,76,85
8482660,"Kent Johnson","CBJ","C","L",68,24,33,57,2,123,0.19512,0,1037.6323,806.26,858,-12,33,-29,888,0.033,9,30,0.508,629,-1,-8,-22,634,0.026,14,5,0.501,0.518,0.133,0.898,19,39,4,"Johnson",0,16,0.83823,4,15,20242025,1,3,"CBJ",0.352941176470588,0.485294117647059,0.838235294117647,1.80882352941176,30,5,"CBJ",0.54,0.45,14.44,13.7,14.52,13.78,3.85,4.15,6.44,1.9,2.3,3.59,12.74,12.77,12.61,70.14,66.1,70.34,66.29,19.4,24.12,26.61,11.39,16.75,16.75,64.78,64.89,62.74,59.39,57.11,59.55,57.27,14.84,18.29,26.26,7.67,13.5,13.5,53.56,53.73,52.8,131.54,162.69,0,0,0.44,0.45,0,0,8,2652,3319
8482660,"Kent Johnson","CBJ","C","L",68,24,33,57,2,123,0.19512,0,1037.6323,806.26,858,-12,33,-29,888,0.033,9,30,0.508,629,-1,-8,-22,634,0.026,14,5,0.501,0.518,0.133,0.898,19,39,4,"Johnson",0,16,0.83823,4,15,20242025,1,3,"CBJ",0.352941176470588,0.485294117647059,0.838235294117647,1.80882352941176,30,5,"CBJ",0.49,0.47,10.24,9.55,10.32,9.62,2.97,3.21,4.06,1.27,1.66,3.58,7.94,7.96,7.86,40.89,39.21,41.1,39.4,13.29,15.86,11.75,6.05,11.03,11.03,35.91,36.02,35.43,42.29,40.64,42.44,40.8,12.99,15.52,13.78,6.42,11.41,11.41,37.29,37.44,36.83,103.85,115.24,1.21,2.13,0.47,0.48,0,0,8,2389,2703
8482660,"Kent Johnson","CBJ","C","L",68,24,33,57,2,123,0.19512,0,1037.6323,806.26,858,-12,33,-29,888,0.033,9,30,0.508,629,-1,-8,-22,634,0.026,14,5,0.501,0.518,0.133,0.898,19,39,4,"Johnson",0,16,0.83823,4,15,20242025,1,3,"CBJ",0.352941176470588,0.485294117647059,0.838235294117647,1.80882352941176,30,5,"CBJ",0.14,0.11,0.33,0.33,0.33,0.33,0.07,0.25,0,0.04,0,0,0.36,0.36,0.36,0.73,0.73,0.73,0.73,0.19,0.54,0,0.07,0,0,0.8,0.8,0.8,4.6,4.44,4.6,4.44,0.52,0.59,3.49,0.57,0.8,0.8,4.37,4.37,4.34,2.07,16.22,0,0,0.14,0.15,0,0,0,38,237
